frame,time_s,left_cycle_index,right_cycle_index,left_state,right_state,left_angle_raw_deg,right_angle_raw_deg,left_angle_smoothed_deg,right_angle_smoothed_deg,left_torso_arm_angle_deg,right_torso_arm_angle_deg,left_aligned,right_aligned,left_reps,right_reps,left_correct_reps,right_correct_reps,left_incorrect_reps,right_incorrect_reps,total_reps,left_last_rep_reasons,right_last_rep_reasons
1,0.033,0,0,unknown,unknown,,162.02,,162.02,,0.02,1,1,0,0,0,0,0,0,0,,
2,0.067,0,0,unknown,down,,162.82,,162.42,,0.65,1,1,0,0,0,0,0,0,0,,
3,0.1,0,0,unknown,down,,164.48,,163.1,,1.43,1,1,0,0,0,0,0,0,0,,
4,0.133,0,0,unknown,down,,163.1,,163.1,,0.67,1,1,0,0,0,0,0,0,0,,
5,0.167,0,0,unknown,down,,163.29,,163.14,,0.45,1,1,0,0,0,0,0,0,0,,
6,0.2,0,0,unknown,down,,164.0,,163.28,,0.34,1,1,0,0,0,0,0,0,0,,
7,0.234,0,0,unknown,down,,163.46,,163.31,,0.81,1,1,0,0,0,0,0,0,0,,
8,0.267,0,0,unknown,down,,165.53,,163.59,,1.82,1,1,0,0,0,0,0,0,0,,
9,0.3,0,0,unknown,down,,164.92,,163.74,,1.92,1,1,0,0,0,0,0,0,0,,
10,0.334,0,0,unknown,down,,163.1,,163.67,,1.31,1,1,0,0,0,0,0,0,0,,
11,0.367,0,0,unknown,down,,162.57,,163.57,,0.77,1,1,0,0,0,0,0,0,0,,
12,0.4,0,0,unknown,down,,159.18,,163.21,,1.0,1,1,0,0,0,0,0,0,0,,
13,0.434,0,0,unknown,down,,157.73,,162.85,,2.0,1,1,0,0,0,0,0,0,0,,
14,0.467,0,0,unknown,transition,,157.26,,162.39,,1.91,1,1,0,0,0,0,0,0,0,,
15,0.501,0,0,unknown,transition,,157.47,,161.8,,1.8,1,1,0,0,0,0,0,0,0,,
16,0.534,0,0,unknown,transition,,154.98,,161.12,,2.92,1,1,0,0,0,0,0,0,0,,
17,0.567,0,0,unknown,transition,,153.26,,160.29,,3.8,1,1,0,0,0,0,0,0,0,,
18,0.601,0,0,unknown,transition,,149.26,,159.06,,5.96,1,1,0,0,0,0,0,0,0,,
19,0.634,0,0,unknown,transition,,145.95,,157.6,,7.61,1,1,0,0,0,0,0,0,0,,
20,0.667,0,0,unknown,transition,,144.13,,155.82,,7.34,1,1,0,0,0,0,0,0,0,,
21,0.701,0,0,unknown,transition,,141.36,,153.85,,7.68,1,1,0,0,0,0,0,0,0,,
22,0.734,0,0,unknown,transition,,138.38,,151.79,,7.35,1,1,0,0,0,0,0,0,0,,
23,0.767,0,0,unknown,transition,,133.58,,149.38,,7.69,1,1,0,0,0,0,0,0,0,,
24,0.801,0,0,unknown,transition,,126.47,,146.65,,7.45,1,1,0,0,0,0,0,0,0,,
25,0.834,0,0,unknown,transition,,123.92,,143.84,,7.3,1,1,0,0,0,0,0,0,0,,
