frame,time_s,left_cycle_index,right_cycle_index,left_state,right_state,left_angle_raw_deg,right_angle_raw_deg,left_angle_smoothed_deg,right_angle_smoothed_deg,left_elbow_alignment_angle_deg,right_elbow_alignment_angle_deg,left_true_torso_angle_deg,right_true_torso_angle_deg,left_aligned,right_aligned,left_reps,right_reps,left_correct_reps,right_correct_reps,left_incorrect_reps,right_incorrect_reps,total_reps,left_last_rep_reasons,right_last_rep_reasons
1,0.033,0,0,unknown,unknown,26.96,81.61,26.96,,15.99,1.57,171.5,179.77,1,1,0,0,0,0,0,0,0,,
2,0.067,0,0,up,unknown,25.19,93.23,26.08,,15.09,6.04,171.25,178.08,1,1,0,0,0,0,0,0,0,,
3,0.1,0,0,up,unknown,19.68,92.72,23.94,,14.64,5.95,171.7,177.83,1,1,0,0,0,0,0,0,0,,
4,0.134,0,0,up,unknown,13.04,73.62,21.22,,13.26,6.5,171.94,178.79,1,1,0,0,0,0,0,0,0,,
5,0.167,0,0,up,unknown,13.6,73.37,19.7,,14.09,0.24,172.11,179.76,1,1,0,0,0,0,0,0,0,,
6,0.201,0,0,up,unknown,14.41,140.02,18.82,,11.74,1.34,172.28,179.02,1,1,0,0,0,0,0,0,0,,
7,0.234,0,0,up,unknown,12.53,63.12,17.92,,11.38,3.45,172.61,179.51,1,1,0,0,0,0,0,0,0,,
8,0.268,0,0,up,unknown,8.83,57.99,16.78,,9.79,15.39,172.87,179.51,1,1,0,0,0,0,0,0,0,,
9,0.301,0,0,up,unknown,6.61,53.92,15.65,,8.17,17.69,172.7,179.75,1,1,0,0,0,0,0,0,0,,
10,0.334,0,0,up,unknown,2.47,53.72,14.33,,7.97,16.99,172.9,180.0,1,1,0,0,0,0,0,0,0,,
11,0.368,0,0,up,unknown,2.27,49.06,13.24,,9.12,17.44,172.64,178.51,1,1,0,0,0,0,0,0,0,,
12,0.401,0,0,up,unknown,0.22,52.42,12.15,,9.83,18.9,172.87,179.01,1,1,0,0,0,0,0,0,0,,
13,0.435,0,0,up,unknown,0.72,53.66,9.96,,10.0,15.59,171.8,179.5,1,1,0,0,0,0,0,0,0,,
14,0.468,0,0,up,unknown,1.02,59.45,7.95,,11.6,14.75,172.01,179.75,1,1,0,0,0,0,0,0,0,,
15,0.502,0,0,up,unknown,0.44,63.0,6.35,,11.18,14.32,171.9,178.52,1,1,0,0,0,0,0,0,0,,
16,0.535,0,0,up,unknown,0.84,58.67,5.33,,11.86,13.94,171.63,179.26,1,1,0,0,0,0,0,0,0,,
17,0.568,0,0,up,unknown,4.14,54.89,4.54,,14.26,14.21,171.36,178.74,1,1,0,0,0,0,0,0,0,,
18,0.602,0,0,up,unknown,6.43,63.3,3.88,,15.72,9.67,170.85,178.05,1,1,0,0,0,0,0,0,0,,
19,0.635,0,0,up,unknown,4.35,64.54,3.19,,17.51,9.69,171.2,178.29,1,1,0,0,0,0,0,0,0,,
20,0.669,0,0,up,unknown,7.05,65.9,3.05,,17.34,7.12,170.73,179.5,1,1,0,0,0,0,0,0,0,,
21,0.702,0,0,up,unknown,8.77,68.0,3.23,,17.23,6.51,171.18,179.26,1,1,0,0,0,0,0,0,0,,
22,0.736,0,0,up,unknown,9.64,77.39,3.82,,17.18,4.15,171.06,179.76,1,1,0,0,0,0,0,0,0,,
23,0.769,0,0,up,unknown,8.86,76.87,4.37,,18.41,2.66,171.36,179.02,1,1,0,0,0,0,0,0,0,,
24,0.803,0,0,up,unknown,11.4,74.35,5.31,,16.08,5.03,171.49,179.51,1,1,0,0,0,0,0,0,0,,
25,0.836,0,0,up,unknown,14.73,84.23,6.47,,17.3,1.44,172.85,180.0,1,1,0,0,0,0,0,0,0,,
26,0.869,0,0,up,unknown,18.31,90.92,7.91,,18.05,1.73,171.93,179.24,1,1,0,0,0,0,0,0,0,,
27,0.903,0,0,up,unknown,17.63,88.59,9.35,,18.25,0.89,170.69,179.49,1,1,0,0,0,0,0,0,0,,
28,0.936,0,0,up,unknown,47.02,100.26,13.2,,13.7,4.02,171.24,178.69,1,1,0,0,0,0,0,0,0,,
29,0.97,0,0,up,unknown,50.86,93.71,17.09,,10.9,0.14,170.84,179.2,1,1,0,0,0,0,0,0,0,,
30,1.003,0,0,transition,unknown,66.9,98.64,22.13,,13.12,3.27,170.69,179.46,1,1,0,0,0,0,0,0,0,,
31,1.037,0,0,transition,unknown,81.47,91.98,28.55,,17.61,7.27,170.92,178.63,1,1,0,0,0,0,0,0,0,,
32,1.07,0,0,transition,unknown,80.76,91.05,34.7,,18.84,7.26,171.32,179.19,1,1,0,0,0,0,0,0,0,,
33,1.103,0,0,transition,unknown,91.05,96.71,41.55,,17.75,5.19,171.32,178.66,1,1,0,0,0,0,0,0,0,,
34,1.137,0,0,transition,unknown,93.05,99.52,48.5,,17.56,3.59,172.03,177.58,1,1,0,0,0,0,0,0,0,,
35,1.17,0,0,transition,unknown,126.22,101.54,58.28,,18.29,3.39,172.13,177.25,1,1,0,0,0,0,0,0,0,,
36,1.204,0,0,transition,unknown,144.42,115.47,69.37,,18.52,2.96,172.71,177.34,1,1,0,0,0,0,0,0,0,,
37,1.237,0,0,transition,unknown,136.29,114.86,79.5,,20.57,5.35,173.16,177.1,1,1,0,0,0,0,0,0,0,,
38,1.271,0,0,transition,unknown,132.74,120.68,89.03,,22.52,5.89,173.18,177.39,1,1,0,0,0,0,0,0,0,,
39,1.304,0,0,transition,unknown,133.9,126.49,98.72,,21.39,6.16,173.16,177.14,1,1,0,0,0,0,0,0,0,,
40,1.338,0,0,transition,unknown,138.34,132.36,106.33,,22.5,4.54,172.9,177.65,1,1,0,0,0,0,0,0,0,,
41,1.371,0,0,transition,unknown,139.36,136.12,113.71,,22.98,6.18,173.56,177.92,0,1,0,0,0,0,0,0,0,,
42,1.404,0,0,transition,unknown,138.91,136.64,119.71,,22.69,5.66,172.79,177.92,1,1,0,0,0,0,0,0,0,,
43,1.438,0,0,transition,unknown,137.81,136.79,124.4,,23.79,5.04,172.79,178.7,0,1,0,0,0,0,0,0,0,,
44,1.471,0,0,transition,unknown,138.56,143.04,129.22,,24.02,4.32,172.56,178.96,0,1,0,0,0,0,0,0,0,,
45,1.505,0,0,transition,unknown,139.45,141.87,133.25,,24.1,4.94,172.36,179.23,0,1,0,0,0,0,0,0,0,,
46,1.538,0,0,transition,unknown,142.2,146.02,137.35,,23.33,4.8,172.33,179.49,0,1,0,0,0,0,0,0,0,,
47,1.572,0,0,transition,unknown,141.98,141.68,138.66,,23.61,6.25,172.16,179.23,1,1,0,0,0,0,0,0,0,,
48,1.605,0,0,transition,unknown,145.32,142.56,138.74,,22.95,5.5,172.19,179.49,1,1,0,0,0,0,0,0,0,,
49,1.638,0,0,transition,unknown,146.67,146.57,139.6,,22.18,4.64,172.16,178.97,1,1,0,0,0,0,0,0,0,,
50,1.672,0,0,transition,unknown,146.77,146.26,140.77,,21.95,5.5,172.48,179.49,1,1,0,0,0,0,0,0,0,,
51,1.705,0,0,transition,unknown,145.52,154.69,141.74,,22.51,3.49,172.12,179.5,1,1,0,0,0,0,0,0,0,,
52,1.739,0,0,transition,unknown,147.04,154.94,142.47,,21.07,3.79,172.57,178.99,1,1,0,0,0,0,0,0,0,,
53,1.772,0,0,transition,unknown,148.6,155.03,143.23,,20.92,3.77,172.22,178.45,1,1,0,0,0,0,0,0,0,,
54,1.806,0,0,transition,unknown,148.88,158.52,144.07,,21.09,3.18,172.65,178.72,1,1,0,0,0,0,0,0,0,,
55,1.839,0,0,transition,unknown,148.85,156.82,144.99,,20.72,5.0,173.01,179.24,1,1,0,0,0,0,0,0,0,,
56,1.873,0,0,transition,unknown,150.29,155.27,145.96,,19.9,6.18,173.07,179.5,1,1,0,0,0,0,0,0,0,,
57,1.906,0,0,transition,unknown,152.65,158.2,147.06,,19.74,4.53,173.32,179.26,1,1,0,0,0,0,0,0,0,,
58,1.939,0,0,transition,unknown,153.21,159.67,147.98,,18.77,4.22,173.98,178.51,1,1,0,0,0,0,0,0,0,,
59,1.973,0,0,transition,unknown,153.08,158.7,148.91,,18.28,6.36,174.47,178.54,1,1,0,0,0,0,0,0,0,,
60,2.006,0,0,transition,unknown,151.92,164.51,149.46,,19.54,5.6,172.9,179.76,1,1,0,0,0,0,0,0,0,,
61,2.04,0,0,transition,unknown,147.83,159.75,149.55,,20.89,4.83,172.85,179.51,1,1,0,0,0,0,0,0,0,,
62,2.073,0,0,transition,unknown,144.57,146.53,149.37,,22.31,6.95,172.76,179.5,1,1,0,0,0,0,0,0,0,,
63,2.107,0,0,transition,unknown,139.12,141.25,148.84,,22.96,8.49,173.1,178.73,0,1,0,0,0,0,0,0,0,,
64,2.14,0,0,transition,unknown,133.55,147.96,147.71,,23.63,8.16,172.9,179.24,0,1,0,0,0,0,0,0,0,,
65,2.173,0,0,transition,unknown,133.48,143.5,146.45,,23.97,6.92,173.1,178.46,0,1,0,0,0,0,0,0,0,,
66,2.207,0,0,transition,unknown,124.02,113.7,144.38,,22.76,13.11,173.53,177.16,0,0,0,0,0,0,0,0,0,,
