frame,time_s,left_cycle_index,right_cycle_index,left_state,right_state,left_angle_raw_deg,right_angle_raw_deg,left_angle_smoothed_deg,right_angle_smoothed_deg,left_elbow_alignment_angle_deg,right_elbow_alignment_angle_deg,left_true_torso_angle_deg,right_true_torso_angle_deg,left_aligned,right_aligned,left_reps,right_reps,left_correct_reps,right_correct_reps,left_incorrect_reps,right_incorrect_reps,total_reps,left_last_rep_reasons,right_last_rep_reasons
1,0.042,0,0,unknown,unknown,139.68,141.87,139.68,,2.27,6.77,174.42,175.21,1,1,0,0,0,0,0,0,0,,
2,0.083,0,0,unknown,unknown,138.65,147.43,139.16,,2.02,1.67,173.08,178.66,1,1,0,0,0,0,0,0,0,,
3,0.125,0,0,transition,unknown,136.01,144.1,138.11,,1.39,1.41,174.42,179.0,1,1,0,0,0,0,0,0,0,,
4,0.167,0,0,transition,unknown,136.28,147.27,137.65,,0.9,0.83,175.37,179.66,1,1,0,0,0,0,0,0,0,,
5,0.209,0,0,transition,unknown,133.24,147.47,136.77,,3.74,5.55,175.02,179.66,1,1,0,0,0,0,0,0,0,,
6,0.25,0,0,transition,unknown,127.61,147.67,135.24,,2.11,6.66,176.61,177.29,1,1,0,0,0,0,0,0,0,,
7,0.292,0,0,transition,unknown,125.99,143.07,133.92,,3.62,7.22,177.63,175.91,1,1,0,0,0,0,0,0,0,,
8,0.334,0,0,transition,unknown,121.59,138.81,132.38,,4.56,9.42,178.62,174.53,1,1,0,0,0,0,0,0,0,,
9,0.375,0,0,transition,unknown,114.32,132.03,130.37,,6.48,11.03,179.66,173.88,1,0,0,0,0,0,0,0,0,,
10,0.417,0,0,transition,unknown,111.04,123.65,128.44,,10.62,16.89,179.31,177.87,1,0,0,0,0,0,0,0,0,,
11,0.459,0,0,transition,unknown,106.91,124.49,126.48,,12.65,20.26,179.66,176.49,1,0,0,0,0,0,0,0,0,,
12,0.5,0,0,transition,unknown,110.76,118.63,125.17,,16.41,21.31,177.98,176.49,0,0,0,0,0,0,0,0,0,,
13,0.542,0,0,transition,unknown,109.63,135.28,122.67,,20.16,33.27,178.35,176.55,0,0,0,0,0,0,0,0,0,,
14,0.584,0,0,transition,unknown,106.7,115.75,120.01,,25.1,29.81,177.4,175.58,0,0,0,0,0,0,0,0,0,,
15,0.626,0,0,transition,unknown,105.99,104.47,117.5,,34.26,32.03,178.0,177.21,0,0,0,0,0,0,0,0,0,,
16,0.667,0,0,transition,unknown,99.67,113.26,114.45,,35.98,40.99,177.04,177.6,0,0,0,0,0,0,0,0,0,,
17,0.709,0,0,transition,unknown,99.98,103.91,111.68,,39.44,35.61,175.78,175.6,0,0,0,0,0,0,0,0,0,,
18,0.751,0,0,transition,unknown,89.0,101.25,108.46,,40.45,39.48,175.89,175.04,0,0,0,0,0,0,0,0,0,,
19,0.792,0,0,transition,unknown,87.32,84.94,105.24,,40.8,36.86,175.8,176.25,0,0,0,0,0,0,0,0,0,,
20,0.834,0,0,transition,unknown,85.5,70.18,102.23,,39.55,29.46,175.48,177.61,0,0,0,0,0,0,0,0,0,,
21,0.876,0,0,transition,unknown,82.47,67.26,99.58,,41.42,31.4,175.48,177.29,0,0,0,0,0,0,0,0,0,,
22,0.918,0,0,transition,unknown,80.06,63.53,97.0,,42.66,30.89,175.75,177.61,0,0,0,0,0,0,0,0,0,,
23,0.959,0,0,transition,unknown,70.02,72.04,93.92,,42.94,37.33,176.12,175.63,0,0,0,0,0,0,0,0,0,,
