frame,time_s,left_cycle_index,right_cycle_index,left_state,right_state,left_angle_raw_deg,right_angle_raw_deg,left_angle_smoothed_deg,right_angle_smoothed_deg,left_elbow_alignment_angle_deg,right_elbow_alignment_angle_deg,left_true_torso_angle_deg,right_true_torso_angle_deg,left_aligned,right_aligned,left_reps,right_reps,left_correct_reps,right_correct_reps,left_incorrect_reps,right_incorrect_reps,total_reps,left_last_rep_reasons,right_last_rep_reasons
1,0.04,0,0,unknown,unknown,155.25,155.12,155.25,155.12,14.92,5.95,169.84,177.52,1,1,0,0,0,0,0,0,0,,
2,0.08,0,0,transition,transition,154.28,158.28,154.77,156.7,14.87,6.35,169.66,178.18,1,1,0,0,0,0,0,0,0,,
3,0.12,0,0,transition,transition,153.86,157.28,154.46,156.89,14.68,5.84,169.54,178.16,1,1,0,0,0,0,0,0,0,,
4,0.16,0,0,transition,transition,151.58,158.38,153.74,156.89,14.77,5.52,169.97,177.4,1,1,0,0,0,0,0,0,0,,
5,0.2,0,0,transition,transition,150.32,159.05,153.06,157.43,15.16,5.71,170.37,177.73,1,1,0,0,0,0,0,0,0,,
6,0.24,0,0,transition,transition,152.24,160.66,152.92,158.08,13.73,5.57,169.8,178.18,1,1,0,0,0,0,0,0,0,,
7,0.28,0,0,transition,transition,151.79,157.91,152.76,158.08,15.18,4.54,169.71,179.23,1,1,0,0,0,0,0,0,0,,
8,0.32,0,0,transition,transition,151.86,152.12,152.65,158.08,16.66,6.16,170.46,178.46,1,1,0,0,0,0,0,0,0,,
9,0.36,0,0,transition,transition,141.83,151.25,151.44,158.08,18.72,8.16,172.25,177.19,1,1,0,0,0,0,0,0,0,,
10,0.4,0,0,transition,transition,137.19,148.35,150.02,156.46,18.79,7.79,170.25,179.22,1,1,0,0,0,0,0,0,0,,
11,0.44,0,0,transition,transition,130.94,144.74,148.28,156.46,16.26,9.6,169.04,179.05,1,1,0,0,0,0,0,0,0,,
12,0.48,0,0,transition,transition,133.31,140.99,147.04,154.25,12.57,10.57,166.86,179.68,1,1,0,0,0,0,0,0,0,,
13,0.52,0,0,transition,transition,129.17,160.43,144.86,154.25,11.35,13.31,166.89,179.2,1,1,0,0,0,0,0,0,0,,
14,0.56,0,0,transition,transition,111.86,174.77,141.33,154.25,10.09,14.48,168.21,178.41,1,1,0,0,0,0,0,0,0,,
15,0.6,0,0,transition,transition,109.11,124.21,137.6,154.25,8.88,19.33,167.83,179.68,1,0,0,0,0,0,0,0,0,,
16,0.64,0,0,transition,transition,102.36,140.48,133.5,154.25,10.09,19.36,167.93,179.69,1,0,0,0,0,0,0,0,0,,
17,0.68,0,0,transition,transition,86.18,142.95,128.15,154.25,1.3,21.22,166.62,179.53,1,0,0,0,0,0,0,0,0,,
18,0.72,0,0,transition,transition,76.74,80.59,121.86,154.25,0.36,17.43,165.61,180.0,1,1,0,0,0,0,0,0,0,,
19,0.76,0,0,transition,transition,63.46,74.88,114.5,154.25,1.64,16.53,165.86,179.71,1,1,0,0,0,0,0,0,0,,
20,0.8,0,0,transition,transition,58.55,59.06,106.73,154.25,5.28,25.1,165.14,177.4,0,0,0,0,0,0,0,0,0,,
21,0.84,0,0,transition,transition,58.21,64.21,99.76,154.25,11.31,28.59,164.34,179.22,0,0,0,0,0,0,0,0,0,,
22,0.88,0,0,transition,transition,57.24,61.78,93.09,154.25,13.34,31.89,164.66,178.76,0,0,0,0,0,0,0,0,0,,
23,0.92,0,0,transition,transition,53.11,57.47,86.61,154.25,12.65,32.23,164.67,179.53,0,0,0,0,0,0,0,0,0,,
24,0.96,0,0,transition,transition,51.8,51.43,79.82,141.39,14.9,33.9,165.11,179.85,0,0,0,0,0,0,0,0,0,,
25,1.0,0,0,transition,transition,51.82,47.15,73.37,130.92,15.78,34.76,164.98,179.55,0,0,0,0,0,0,0,0,0,,
26,1.04,0,0,transition,up,48.22,45.18,68.07,122.35,14.02,34.9,165.76,179.25,0,0,0,0,0,0,0,0,0,,
27,1.08,0,0,up,up,46.87,40.58,62.88,114.92,15.86,32.51,165.76,178.23,0,0,0,0,0,0,0,0,0,,
28,1.12,0,0,up,up,42.43,36.6,57.89,108.39,13.91,31.43,167.62,177.81,0,0,0,0,0,0,0,0,0,,
29,1.16,0,0,up,up,43.36,36.4,54.32,98.5,14.06,31.83,166.81,178.11,0,0,0,0,0,0,0,0,0,,
30,1.2,0,0,up,up,43.86,35.67,51.58,98.5,16.12,32.9,167.1,178.98,0,0,0,0,0,0,0,0,0,,
31,1.24,0,0,up,up,42.12,36.62,49.8,98.5,14.04,32.94,166.91,179.13,0,0,0,0,0,0,0,0,0,,
32,1.28,0,0,up,up,40.9,33.83,48.33,98.5,15.12,32.67,167.59,179.11,0,0,0,0,0,0,0,0,0,,
33,1.32,0,0,up,up,40.22,34.52,46.83,98.5,16.38,31.92,168.2,178.53,0,0,0,0,0,0,0,0,0,,
34,1.36,0,0,up,up,40.25,33.64,45.41,98.5,17.25,31.23,168.31,177.5,0,0,0,0,0,0,0,0,0,,
35,1.4,0,0,up,up,40.46,34.0,44.36,98.5,15.95,31.29,168.61,177.47,0,0,0,0,0,0,0,0,0,,
36,1.44,0,0,up,up,39.65,33.03,43.35,98.5,15.08,30.9,168.38,176.89,0,0,0,0,0,0,0,0,0,,
37,1.48,0,0,up,up,41.45,39.9,42.48,98.5,15.46,31.24,168.52,177.3,0,0,0,0,0,0,0,0,0,,
38,1.52,0,0,up,up,45.84,44.71,42.28,89.03,13.35,33.28,168.66,177.25,0,0,0,0,0,0,0,0,0,,
39,1.56,0,0,up,up,46.54,46.87,42.26,79.83,9.58,32.23,168.3,177.86,0,0,0,0,0,0,0,0,0,,
40,1.6,0,0,up,up,50.41,47.47,42.92,79.83,10.95,30.07,167.71,177.86,0,0,0,0,0,0,0,0,0,,
41,1.64,0,0,transition,up,52.46,56.8,43.68,79.83,12.26,31.33,166.75,178.24,0,0,0,0,0,0,0,0,0,,
42,1.68,0,0,transition,up,53.66,67.26,44.5,79.83,9.48,28.41,166.32,179.38,0,0,0,0,0,0,0,0,0,,
43,1.72,0,0,transition,up,62.82,75.8,46.22,79.83,5.0,25.58,166.47,179.85,0,0,0,0,0,0,0,0,0,,
44,1.76,0,0,transition,up,70.36,76.29,48.68,79.83,7.43,18.99,166.39,177.85,0,1,0,0,0,0,0,0,0,,
45,1.8,0,0,transition,up,77.6,82.2,51.79,79.83,7.62,19.29,166.54,176.65,0,1,0,0,0,0,0,0,0,,
46,1.84,0,0,transition,up,73.47,94.55,54.56,79.83,6.34,22.83,166.68,179.1,0,0,0,0,0,0,0,0,0,,
47,1.88,0,0,transition,up,76.19,99.91,57.54,79.83,6.04,19.07,167.24,179.7,0,0,0,0,0,0,0,0,0,,
48,1.92,0,0,transition,up,96.55,109.85,62.28,79.83,2.13,20.26,166.73,177.87,1,0,0,0,0,0,0,0,0,,
49,1.96,0,0,transition,up,102.96,123.39,67.41,79.83,7.36,19.14,167.6,178.31,1,1,0,0,0,0,0,0,0,,
50,2.0,0,0,transition,up,107.96,144.18,72.58,79.83,10.08,21.61,167.62,178.27,1,0,0,0,0,0,0,0,0,,
51,2.04,0,0,transition,up,105.34,143.77,77.48,79.83,10.76,16.17,168.96,178.61,1,1,0,0,0,0,0,0,0,,
52,2.08,0,0,transition,up,113.69,155.6,82.76,79.83,12.87,16.49,168.9,178.29,1,1,0,0,0,0,0,0,0,,
53,2.12,0,0,transition,up,110.24,157.53,87.57,79.83,14.5,14.37,168.51,178.27,1,1,0,0,0,0,0,0,0,,
54,2.16,0,0,transition,up,117.57,158.98,92.9,79.83,16.01,13.81,168.27,179.05,1,1,0,0,0,0,0,0,0,,
55,2.2,0,0,transition,up,119.59,152.65,97.63,79.83,14.59,13.3,167.72,179.38,1,1,0,0,0,0,0,0,0,,
56,2.24,0,0,transition,up,125.16,153.79,102.19,79.39,16.26,10.77,166.95,180.0,1,1,0,0,0,0,0,0,0,,
57,2.28,0,0,transition,up,123.92,155.26,106.05,78.94,17.82,10.32,166.91,179.84,1,1,0,0,0,0,0,0,0,,
58,2.32,0,0,transition,transition,127.21,148.86,110.53,78.98,19.11,9.38,166.84,179.53,1,1,0,0,0,0,0,0,0,,
59,2.36,0,0,transition,transition,130.9,144.13,115.09,79.25,19.29,6.85,166.66,179.53,1,1,0,0,0,0,0,0,0,,
60,2.4,0,0,transition,transition,128.45,144.62,117.75,87.01,20.08,5.83,167.26,178.91,1,1,0,0,0,0,0,0,0,,
61,2.44,0,0,transition,transition,128.0,143.58,119.83,87.01,21.14,6.13,168.98,177.8,1,1,0,0,0,0,0,0,0,,
62,2.48,0,0,transition,transition,127.27,144.38,121.44,87.01,21.56,5.06,168.95,177.36,1,1,0,0,0,0,0,0,0,,
63,2.52,0,0,transition,transition,126.29,143.81,123.19,87.01,22.96,3.88,168.63,177.66,1,1,0,0,0,0,0,0,0,,
64,2.56,0,0,transition,transition,127.6,142.55,124.35,87.01,23.03,4.12,169.43,177.38,1,1,0,0,0,0,0,0,0,,
65,2.6,0,0,transition,transition,127.58,142.05,125.79,87.01,23.45,2.66,169.56,177.34,1,1,0,0,0,0,0,0,0,,
66,2.64,0,0,transition,transition,128.47,141.81,126.7,87.01,22.89,2.35,169.97,176.73,1,1,0,0,0,0,0,0,0,,
67,2.68,0,0,transition,transition,127.78,142.02,127.39,87.01,22.31,2.77,169.76,177.23,1,1,0,0,0,0,0,0,0,,
68,2.72,0,0,transition,transition,129.23,142.91,127.73,87.01,20.2,3.37,168.63,177.24,1,1,0,0,0,0,0,0,0,,
69,2.76,0,0,transition,transition,128.34,142.37,128.09,87.01,20.78,4.99,168.92,177.08,1,1,0,0,0,0,0,0,0,,
70,2.8,0,0,transition,transition,128.56,143.09,128.21,95.01,19.9,3.54,167.5,177.68,1,1,0,0,0,0,0,0,0,,
71,2.84,0,0,transition,transition,122.97,143.17,127.55,103.17,18.85,5.82,167.12,178.13,1,1,0,0,0,0,0,0,0,,
72,2.88,0,0,transition,transition,125.11,143.24,127.27,111.73,16.72,8.39,166.7,178.58,1,1,0,0,0,0,0,0,0,,
73,2.92,0,0,transition,transition,126.73,148.22,127.16,121.03,13.15,9.12,166.29,179.06,1,1,0,0,0,0,0,0,0,,
74,2.96,0,0,transition,transition,113.65,140.78,126.03,129.73,9.95,11.4,166.0,179.69,1,1,0,0,0,0,0,0,0,,
75,3.0,0,0,transition,transition,111.51,147.79,124.8,129.73,10.62,10.81,168.21,180.0,1,1,0,0,0,0,0,0,0,,
76,3.04,0,0,transition,transition,105.08,126.47,122.92,129.73,11.92,16.93,168.66,179.54,1,1,0,0,0,0,0,0,0,,
77,3.08,0,0,transition,transition,103.79,172.57,120.94,129.73,11.19,20.52,167.96,179.69,1,0,0,0,0,0,0,0,0,,
78,3.12,0,0,transition,transition,85.92,109.52,117.39,129.73,7.18,17.77,167.92,179.54,1,1,0,0,0,0,0,0,0,,
79,3.16,0,0,transition,transition,74.36,92.99,112.94,129.73,1.82,23.14,167.1,179.85,1,0,0,0,0,0,0,0,0,,
80,3.2,0,0,transition,transition,67.57,87.3,107.8,129.73,1.32,18.95,165.96,179.27,1,1,0,0,0,0,0,0,0,,
81,3.24,0,0,transition,transition,62.88,79.39,102.34,129.73,1.1,22.67,167.58,179.12,1,0,0,0,0,0,0,0,0,,
82,3.28,0,0,transition,transition,56.31,68.47,96.32,129.73,10.24,31.22,166.61,179.84,0,0,0,0,0,0,0,0,0,,
83,3.32,0,0,transition,transition,58.62,59.36,90.96,130.95,12.96,32.1,165.68,179.38,0,0,0,0,0,0,0,0,0,,
84,3.36,0,0,transition,transition,52.87,61.71,84.94,132.18,11.54,34.84,165.55,179.85,0,0,0,0,0,0,0,0,0,,
85,3.4,0,0,transition,transition,55.62,56.81,79.01,124.1,17.16,38.35,165.55,179.69,0,0,0,0,0,0,0,0,0,,
86,3.44,0,0,transition,transition,50.42,47.56,73.75,115.13,12.76,35.24,165.59,179.85,0,0,0,0,0,0,0,0,0,,
87,3.48,0,0,transition,transition,48.84,45.31,68.52,106.5,15.84,34.52,165.66,179.7,0,0,0,0,0,0,0,0,0,,
88,3.52,0,0,transition,up,46.84,41.02,63.67,97.91,17.0,34.73,165.41,178.96,0,0,0,0,0,0,0,0,0,,
89,3.56,0,0,up,up,46.7,42.47,58.91,89.39,15.85,36.37,164.71,180.0,0,0,0,0,0,0,0,0,0,,
90,3.6,0,0,up,up,44.11,41.35,55.43,89.39,14.01,38.17,165.05,179.85,0,0,0,0,0,0,0,0,0,,
91,3.64,0,0,up,up,39.38,37.13,52.51,89.39,11.84,37.3,166.9,179.24,0,0,0,0,0,0,0,0,0,,
92,3.68,0,0,up,up,38.01,32.51,50.05,89.39,13.3,35.0,166.88,178.96,0,0,0,0,0,0,0,0,0,,
93,3.72,0,0,up,up,37.22,34.37,47.91,89.39,13.44,35.7,167.62,178.95,0,0,0,0,0,0,0,0,0,,
94,3.76,0,0,up,up,36.72,31.06,46.28,89.39,15.16,35.01,167.47,178.94,0,0,0,0,0,0,0,0,0,,
95,3.8,0,0,up,up,37.54,34.49,44.52,89.39,13.7,34.95,167.69,179.54,0,0,0,0,0,0,0,0,0,,
96,3.84,0,0,up,up,38.66,38.16,43.34,89.39,14.07,35.12,166.67,179.7,0,0,0,0,0,0,0,0,0,,
97,3.88,0,0,up,up,38.86,37.61,41.94,89.39,12.0,35.05,167.68,179.25,0,0,0,0,0,0,0,0,0,,
