frame,time_s,left_cycle_index,right_cycle_index,left_state,right_state,left_angle_raw_deg,right_angle_raw_deg,left_angle_smoothed_deg,right_angle_smoothed_deg,left_elbow_alignment_angle_deg,right_elbow_alignment_angle_deg,left_true_torso_angle_deg,right_true_torso_angle_deg,left_aligned,right_aligned,left_reps,right_reps,left_correct_reps,right_correct_reps,left_incorrect_reps,right_incorrect_reps,total_reps,left_last_rep_reasons,right_last_rep_reasons
1,0.033,0,0,unknown,unknown,161.64,176.73,161.64,,7.75,2.51,178.65,177.72,1,1,0,0,0,0,0,0,0,,
2,0.067,0,0,down,unknown,161.91,168.94,161.78,,8.77,1.66,178.85,178.37,1,1,0,0,0,0,0,0,0,,
3,0.1,0,0,down,unknown,160.72,169.83,161.42,,9.33,0.84,178.56,178.23,1,1,0,0,0,0,0,0,0,,
4,0.133,0,0,down,unknown,161.21,168.63,161.37,,9.17,0.74,178.83,177.68,1,1,0,0,0,0,0,0,0,,
5,0.166,0,0,down,unknown,159.09,168.05,160.91,,9.74,1.39,178.98,177.42,1,1,0,0,0,0,0,0,0,,
6,0.2,0,0,down,unknown,157.7,170.76,160.38,,9.58,0.61,178.69,178.78,1,1,0,0,0,0,0,0,0,,
7,0.233,0,0,transition,unknown,156.75,169.88,159.86,,8.32,1.33,178.44,178.67,1,1,0,0,0,0,0,0,0,,
8,0.266,0,0,transition,unknown,151.89,159.07,158.86,,8.02,0.89,178.03,179.59,1,1,0,0,0,0,0,0,0,,
9,0.3,0,0,transition,unknown,150.24,141.4,157.91,,4.94,6.11,177.36,179.58,1,1,0,0,0,0,0,0,0,,
10,0.333,0,0,transition,unknown,145.7,162.21,156.68,,5.06,3.65,178.82,179.86,1,1,0,0,0,0,0,0,0,,
11,0.366,0,0,transition,unknown,141.51,153.67,155.31,,7.61,5.17,179.16,179.59,1,1,0,0,0,0,0,0,0,,
12,0.4,0,0,transition,unknown,137.02,162.8,153.78,,5.37,7.55,179.03,179.86,1,1,0,0,0,0,0,0,0,,
13,0.433,0,0,transition,unknown,133.9,146.81,151.47,,4.38,4.31,179.86,179.86,1,1,0,0,0,0,0,0,0,,
14,0.466,0,0,transition,unknown,130.77,144.54,148.87,,3.72,6.95,179.17,178.59,1,1,0,0,0,0,0,0,0,,
15,0.499,0,0,transition,unknown,126.5,128.07,146.02,,3.84,5.67,178.36,177.13,1,1,0,0,0,0,0,0,0,,
16,0.533,0,0,transition,unknown,121.34,121.57,142.7,,3.77,5.03,177.11,175.44,1,1,0,0,0,0,0,0,0,,
17,0.566,0,0,transition,unknown,113.75,113.92,138.92,,0.91,3.09,177.61,174.62,1,1,0,0,0,0,0,0,0,,
18,0.599,0,0,transition,unknown,108.66,113.4,134.84,,1.67,6.52,179.19,174.92,1,1,0,0,0,0,0,0,0,,
19,0.633,0,0,transition,unknown,103.87,95.95,130.43,,4.26,4.44,179.74,174.86,1,1,0,0,0,0,0,0,0,,
20,0.666,0,0,transition,unknown,99.62,96.01,126.07,,4.64,6.31,179.35,175.74,1,1,0,0,0,0,0,0,0,,
21,0.699,0,0,transition,unknown,92.85,93.18,121.29,,7.36,7.5,179.35,176.14,1,1,0,0,0,0,0,0,0,,
22,0.732,0,0,transition,unknown,88.27,94.13,121.29,,7.97,10.51,179.08,174.28,1,1,0,0,0,0,0,0,0,,
23,0.766,0,0,transition,unknown,85.87,97.92,121.29,,10.45,12.11,179.34,175.64,1,1,0,0,0,0,0,0,0,,
24,0.799,0,0,transition,unknown,79.69,90.67,121.29,,11.79,13.47,178.81,174.6,1,1,0,0,0,0,0,0,0,,
25,0.832,0,0,transition,unknown,75.41,86.9,121.29,,12.69,18.05,178.04,174.4,0,0,0,0,0,0,0,0,0,,
26,0.866,0,0,transition,unknown,71.45,84.92,115.1,,12.6,21.89,176.72,174.15,0,0,0,0,0,0,0,0,0,,
