frame,time_s,left_cycle_index,right_cycle_index,left_state,right_state,left_angle_raw_deg,right_angle_raw_deg,left_angle_smoothed_deg,right_angle_smoothed_deg,left_elbow_alignment_angle_deg,right_elbow_alignment_angle_deg,left_true_torso_angle_deg,right_true_torso_angle_deg,left_aligned,right_aligned,left_reps,right_reps,left_correct_reps,right_correct_reps,left_incorrect_reps,right_incorrect_reps,total_reps,left_last_rep_reasons,right_last_rep_reasons
1,0.033,0,0,unknown,unknown,167.32,168.71,167.32,168.71,32.88,17.61,173.48,161.68,0,1,0,0,0,0,0,0,0,,
2,0.067,0,0,down,down,168.12,168.32,167.72,168.51,33.03,13.15,173.83,164.28,0,1,0,0,0,0,0,0,0,,
3,0.1,0,0,down,down,170.37,168.08,168.6,168.37,31.96,11.26,173.45,164.92,0,1,0,0,0,0,0,0,0,,
4,0.134,0,0,down,down,165.73,166.73,167.89,167.96,32.53,9.29,173.05,165.27,0,1,0,0,0,0,0,0,0,,
5,0.167,0,0,down,down,165.72,168.23,167.45,168.01,32.81,7.91,171.97,166.12,0,1,0,0,0,0,0,0,0,,
6,0.2,0,0,down,down,167.52,169.5,167.46,168.26,31.47,4.73,171.76,167.2,0,1,0,0,0,0,0,0,0,,
7,0.234,0,0,down,down,169.68,174.4,167.78,169.14,29.1,6.77,171.11,167.12,0,1,0,0,0,0,0,0,0,,
8,0.267,0,0,down,down,169.88,176.83,168.04,170.1,28.6,7.06,169.97,167.7,0,1,0,0,0,0,0,0,0,,
9,0.301,0,0,down,down,170.6,177.96,168.33,170.1,29.04,5.76,168.77,168.32,1,1,0,0,0,0,0,0,0,,
10,0.334,0,0,down,down,170.33,174.91,168.53,170.1,28.4,3.64,167.11,169.13,1,1,0,0,0,0,0,0,0,,
11,0.368,0,0,down,down,169.16,173.85,168.58,170.1,28.92,4.82,167.49,170.91,1,1,0,0,0,0,0,0,0,,
12,0.401,0,0,down,down,172.06,171.64,168.87,170.27,26.26,4.97,167.68,172.11,1,1,0,0,0,0,0,0,0,,
13,0.434,0,0,down,down,170.94,173.5,169.17,170.59,25.68,7.04,166.96,173.19,1,1,0,0,0,0,0,0,0,,
14,0.468,0,0,down,down,172.43,175.01,169.53,170.99,22.33,8.26,167.45,173.91,1,1,0,0,0,0,0,0,0,,
15,0.501,0,0,down,down,172.26,177.91,169.69,171.57,20.95,9.82,166.58,176.17,1,1,0,0,0,0,0,0,0,,
16,0.535,0,0,down,down,172.16,177.28,170.23,171.57,17.33,8.29,167.68,175.89,1,1,0,0,0,0,0,0,0,,
17,0.568,0,0,down,down,173.34,175.7,170.86,172.15,14.93,10.21,166.95,175.82,1,1,0,0,0,0,0,0,0,,
18,0.601,0,0,down,down,172.62,177.06,171.29,172.88,14.77,12.35,167.17,176.17,1,1,0,0,0,0,0,0,0,,
19,0.635,0,0,down,down,160.28,176.07,170.51,173.55,14.89,12.27,166.67,176.31,1,1,0,0,0,0,0,0,0,,
20,0.668,0,0,down,down,153.35,178.21,169.13,174.51,17.58,13.69,167.55,177.27,1,1,0,0,0,0,0,0,0,,
21,0.702,0,0,down,down,137.16,177.72,166.34,175.3,20.98,13.57,167.42,177.61,1,1,0,0,0,0,0,0,0,,
22,0.735,0,0,transition,down,111.78,177.32,161.46,175.95,25.1,11.74,166.55,177.68,1,1,0,0,0,0,0,0,0,,
23,0.768,0,0,transition,down,83.92,170.72,154.36,175.95,27.75,8.33,165.92,177.69,1,1,0,0,0,0,0,0,0,,
24,0.802,0,0,transition,down,77.95,172.18,146.52,175.76,31.95,10.14,167.03,178.08,1,1,0,0,0,0,0,0,0,,
25,0.835,0,0,transition,down,61.81,174.24,137.42,175.76,24.26,8.58,166.22,178.77,1,1,0,0,0,0,0,0,0,,
26,0.869,0,0,transition,down,37.93,178.09,126.21,175.76,20.56,10.28,166.52,179.07,1,1,0,0,0,0,0,0,0,,
27,0.902,0,0,transition,down,30.66,169.21,114.41,175.76,16.73,5.92,166.6,179.29,1,1,0,0,0,0,0,0,0,,
28,0.936,0,0,up,down,23.14,179.03,102.0,175.76,15.76,7.54,166.42,179.9,1,1,0,0,0,0,0,0,0,,
29,0.969,0,0,up,down,21.46,175.41,89.34,175.64,14.65,11.06,166.89,179.9,1,1,0,0,0,0,0,0,0,,
30,1.002,0,0,up,down,18.04,176.17,76.46,175.64,16.92,9.97,166.95,178.89,1,1,0,0,0,0,0,0,0,,
31,1.036,0,0,up,down,14.94,176.39,64.34,175.64,15.95,9.13,166.78,178.49,1,1,0,0,0,0,0,0,0,,
32,1.069,0,0,up,down,11.47,179.42,52.52,175.64,15.12,6.69,166.29,178.01,1,1,0,0,0,0,0,0,0,,
33,1.103,0,0,up,down,15.0,179.76,42.34,175.64,13.1,7.71,164.86,178.71,1,1,0,0,0,0,0,0,0,,
34,1.136,0,0,up,down,14.16,173.51,34.21,175.64,14.06,4.39,165.94,178.8,1,1,0,0,0,0,0,0,0,,
35,1.169,0,0,up,down,14.45,177.08,28.42,175.64,12.62,5.49,165.87,179.0,1,1,0,0,0,0,0,0,0,,
36,1.203,0,0,up,down,17.75,178.12,23.4,175.64,11.81,6.18,164.29,177.98,1,1,0,0,0,0,0,0,0,,
37,1.236,0,0,up,down,15.47,177.0,19.54,175.64,13.14,7.9,165.49,178.2,1,1,0,0,0,0,0,0,0,,
38,1.27,0,0,up,down,18.79,174.52,17.94,175.64,12.49,9.55,164.97,178.41,1,1,0,0,0,0,0,0,0,,
39,1.303,0,0,up,down,14.42,179.71,16.59,175.64,12.77,6.98,166.46,178.63,1,1,0,0,0,0,0,0,0,,
40,1.337,0,0,up,down,15.63,177.59,15.96,175.64,13.67,5.87,166.72,178.91,1,1,0,0,0,0,0,0,0,,
41,1.37,0,0,up,down,20.53,178.6,15.89,175.64,12.7,6.79,166.73,179.4,1,1,0,0,0,0,0,0,0,,
42,1.403,0,0,up,down,17.52,177.59,15.84,176.14,13.76,9.13,166.61,179.6,1,1,0,0,0,0,0,0,0,,
43,1.437,0,0,up,down,23.87,176.61,16.59,176.14,15.78,7.61,167.06,180.0,1,1,0,0,0,0,0,0,0,,
44,1.47,0,0,up,down,31.46,169.68,18.25,176.14,16.97,4.37,166.68,179.6,1,1,0,0,0,0,0,0,0,,
45,1.504,0,0,up,down,36.98,179.93,20.09,176.68,19.16,10.37,166.59,178.51,1,1,0,0,0,0,0,0,0,,
46,1.537,0,0,up,down,46.43,169.35,22.77,176.68,21.87,3.51,166.98,179.09,1,1,0,0,0,0,0,0,0,,
47,1.57,0,0,up,down,80.56,179.33,28.28,176.68,24.86,8.09,166.98,178.06,1,1,0,0,0,0,0,0,0,,
48,1.604,0,0,up,down,93.97,171.08,34.64,176.68,28.19,11.13,168.62,178.07,1,1,0,0,0,0,0,0,0,,
49,1.637,0,0,transition,down,104.38,171.89,42.04,176.42,28.57,10.43,168.74,177.41,1,1,0,0,0,0,0,0,0,,
50,1.671,0,0,transition,down,113.27,173.64,49.92,176.42,27.39,10.45,168.95,177.33,1,1,0,0,0,0,0,0,0,,
51,1.704,0,0,transition,down,129.85,174.87,59.54,176.42,27.26,9.22,168.9,177.32,1,1,0,0,0,0,0,0,0,,
52,1.737,0,0,transition,down,141.34,177.51,70.01,176.42,29.15,7.98,167.95,177.86,0,1,0,0,0,0,0,0,0,,
53,1.771,0,0,transition,down,145.97,176.01,80.47,176.42,28.02,7.98,167.83,177.25,0,1,0,0,0,0,0,0,0,,
54,1.804,0,0,transition,down,148.65,178.37,91.4,176.42,30.74,6.65,167.93,176.49,0,1,0,0,0,0,0,0,0,,
55,1.838,0,0,transition,down,149.62,179.35,101.87,176.42,30.74,6.42,169.05,175.81,0,1,0,0,0,0,0,0,0,,
56,1.871,0,0,transition,down,151.48,178.17,111.88,176.42,29.32,6.95,170.41,175.22,0,1,0,0,0,0,0,0,0,,
57,1.905,0,0,transition,down,153.79,178.55,121.61,176.42,28.78,7.28,169.54,175.82,0,1,0,0,0,0,0,0,0,,
58,1.938,0,0,transition,down,156.12,177.83,130.75,176.42,28.34,6.68,170.1,174.6,0,1,0,0,0,0,0,0,0,,
59,1.971,0,0,transition,down,162.74,175.84,130.75,176.42,26.59,5.28,169.1,173.18,1,1,0,0,0,0,0,0,0,,
60,2.005,0,0,transition,down,168.86,173.69,130.75,176.42,27.62,6.37,168.25,172.8,0,1,0,0,0,0,0,0,0,,
61,2.038,0,0,transition,down,169.07,170.9,130.75,176.42,26.5,4.77,170.09,171.74,0,1,0,0,0,0,0,0,0,,
62,2.072,0,0,transition,down,170.03,173.4,130.75,176.42,26.31,4.9,169.96,170.49,0,1,0,0,0,0,0,0,0,,
63,2.105,0,0,transition,down,172.1,174.31,130.75,176.42,27.65,2.96,168.94,169.68,0,1,0,0,0,0,0,0,0,,
