frame,time_s,left_cycle_index,right_cycle_index,left_state,right_state,left_angle_raw_deg,right_angle_raw_deg,left_angle_smoothed_deg,right_angle_smoothed_deg,left_elbow_alignment_angle_deg,right_elbow_alignment_angle_deg,left_true_torso_angle_deg,right_true_torso_angle_deg,left_aligned,right_aligned,left_reps,right_reps,left_correct_reps,right_correct_reps,left_incorrect_reps,right_incorrect_reps,total_reps,left_last_rep_reasons,right_last_rep_reasons
1,0.033,0,0,unknown,unknown,163.62,17.99,,,13.86,9.64,171.44,168.51,1,1,0,0,0,0,0,0,0,,
2,0.067,0,0,unknown,unknown,178.61,171.35,,,12.2,12.59,171.41,170.94,1,1,0,0,0,0,0,0,0,,
3,0.1,0,0,unknown,unknown,102.71,172.13,,,17.07,6.76,178.93,175.98,1,1,0,0,0,0,0,0,0,,
4,0.133,0,0,unknown,unknown,108.27,176.91,,,22.56,5.83,176.42,173.23,0,1,0,0,0,0,0,0,0,,
5,0.167,0,0,unknown,unknown,117.28,169.21,,,9.91,9.1,176.37,173.44,1,1,0,0,0,0,0,0,0,,
6,0.2,0,0,unknown,unknown,117.28,169.21,,,,,,,1,1,0,0,0,0,0,0,0,,
7,0.234,0,0,unknown,unknown,117.28,169.21,,,,,,,1,1,0,0,0,0,0,0,0,,
8,0.267,0,0,unknown,unknown,178.54,132.29,,,29.75,23.96,20.22,16.14,1,1,0,0,0,0,0,0,0,,
9,0.3,0,0,unknown,unknown,157.43,159.7,157.43,,32.37,12.16,30.71,6.27,1,0,0,0,0,0,0,0,0,,
10,0.334,0,0,unknown,unknown,157.43,159.7,157.43,,,,,,1,1,0,0,0,0,0,0,0,,
11,0.367,0,0,unknown,unknown,157.43,159.7,157.43,,,,,,1,1,0,0,0,0,0,0,0,,
12,0.4,0,0,unknown,unknown,157.43,159.7,157.43,,,,,,1,1,0,0,0,0,0,0,0,,
13,0.434,0,0,unknown,unknown,157.43,159.7,157.43,,,,,,1,1,0,0,0,0,0,0,0,,
14,0.467,0,0,transition,unknown,80.27,98.94,118.85,,13.37,18.37,173.9,177.2,0,0,0,0,0,0,0,0,0,,
