frame,time_s,left_cycle_index,right_cycle_index,left_state,right_state,left_angle_raw_deg,right_angle_raw_deg,left_angle_smoothed_deg,right_angle_smoothed_deg,left_torso_arm_angle_deg,right_torso_arm_angle_deg,left_aligned,right_aligned,left_reps,right_reps,left_correct_reps,right_correct_reps,left_incorrect_reps,right_incorrect_reps,total_reps,left_last_rep_reasons,right_last_rep_reasons
1,0.033,0,0,unknown,unknown,162.46,,162.46,,6.48,,1,1,0,0,0,0,0,0,0,,
2,0.067,0,0,down,unknown,168.36,,165.41,,11.12,,1,1,0,0,0,0,0,0,0,,
3,0.1,0,0,down,unknown,166.19,,165.67,,10.52,,1,1,0,0,0,0,0,0,0,,
4,0.133,0,0,down,unknown,164.39,,165.35,,11.94,,1,1,0,0,0,0,0,0,0,,
5,0.167,0,0,down,unknown,164.04,,165.09,,10.68,,1,1,0,0,0,0,0,0,0,,
6,0.2,0,0,down,unknown,161.16,,164.43,,13.28,,1,1,0,0,0,0,0,0,0,,
7,0.234,0,0,down,unknown,158.52,,163.59,,14.88,,1,1,0,0,0,0,0,0,0,,
8,0.267,0,0,transition,unknown,155.88,,162.63,,15.8,,1,1,0,0,0,0,0,0,0,,
9,0.3,0,0,transition,unknown,154.27,,161.7,,15.68,,1,1,0,0,0,0,0,0,0,,
10,0.334,0,0,transition,unknown,151.56,,160.68,,15.73,,1,1,0,0,0,0,0,0,0,,
11,0.367,0,0,transition,unknown,147.31,,159.47,,18.06,,1,1,0,0,0,0,0,0,0,,
12,0.4,0,0,transition,unknown,145.25,,158.28,,15.97,,1,1,0,0,0,0,0,0,0,,
13,0.434,0,0,transition,unknown,145.28,,156.85,,13.79,,1,1,0,0,0,0,0,0,0,,
14,0.467,0,0,transition,unknown,141.06,,154.58,,13.17,,1,1,0,0,0,0,0,0,0,,
15,0.5,0,0,transition,unknown,136.23,,152.08,,17.39,,1,1,0,0,0,0,0,0,0,,
16,0.534,0,0,transition,unknown,131.98,,149.38,,13.04,,1,1,0,0,0,0,0,0,0,,
17,0.567,0,0,transition,unknown,129.02,,146.46,,12.41,,1,1,0,0,0,0,0,0,0,,
18,0.601,0,0,transition,unknown,123.14,,143.29,,12.35,,1,1,0,0,0,0,0,0,0,,
19,0.634,0,0,transition,unknown,115.5,,139.71,,12.62,,1,1,0,0,0,0,0,0,0,,
20,0.667,0,0,transition,unknown,111.85,,136.04,,8.81,,1,1,0,0,0,0,0,0,0,,
21,0.701,0,0,transition,unknown,105.71,,131.99,,6.73,,1,1,0,0,0,0,0,0,0,,
22,0.734,0,0,transition,unknown,98.98,,127.61,,4.25,,1,1,0,0,0,0,0,0,0,,
23,0.767,0,0,transition,unknown,93.83,,123.15,,5.13,,1,1,0,0,0,0,0,0,0,,
24,0.801,0,0,transition,unknown,88.42,,118.42,,4.87,,1,1,0,0,0,0,0,0,0,,
25,0.834,0,0,transition,unknown,81.66,,113.12,,3.07,,1,1,0,0,0,0,0,0,0,,
26,0.867,0,0,transition,unknown,78.79,,107.93,,1.43,,1,1,0,0,0,0,0,0,0,,
27,0.901,0,0,transition,unknown,77.16,,103.0,,1.82,,1,1,0,0,0,0,0,0,0,,
28,0.934,0,0,transition,unknown,70.84,,97.91,,2.44,,1,1,0,0,0,0,0,0,0,,
29,0.968,0,0,transition,unknown,65.93,,92.65,,3.56,,1,1,0,0,0,0,0,0,0,,
30,1.001,0,0,transition,unknown,59.83,,87.38,,4.94,,1,1,0,0,0,0,0,0,0,,
31,1.034,0,0,transition,unknown,56.3,,82.44,,7.33,,0,1,0,0,0,0,0,0,0,,
32,1.068,0,0,transition,unknown,54.2,,77.64,,7.55,,0,1,0,0,0,0,0,0,0,,
33,1.101,0,0,transition,unknown,50.8,,73.06,,9.72,,0,1,0,0,0,0,0,0,0,,
34,1.134,0,0,transition,unknown,48.74,,68.87,,11.68,,0,1,0,0,0,0,0,0,0,,
35,1.168,0,0,up,unknown,46.01,,64.89,,14.09,,0,1,0,0,0,0,0,0,0,,
36,1.201,0,0,up,unknown,45.87,,61.34,,15.8,,0,1,0,0,0,0,0,0,0,,
37,1.234,0,0,up,unknown,41.79,,58.02,,17.23,,0,1,0,0,0,0,0,0,0,,
38,1.268,0,0,up,unknown,40.16,,54.8,,19.75,,0,1,0,0,0,0,0,0,0,,
39,1.301,0,0,up,unknown,39.73,,51.68,,20.32,,0,1,0,0,0,0,0,0,0,,
40,1.335,0,0,up,unknown,40.67,,49.17,,21.17,,0,1,0,0,0,0,0,0,0,,
