frame,time_s,left_cycle_index,right_cycle_index,left_state,right_state,left_angle_raw_deg,right_angle_raw_deg,left_angle_smoothed_deg,right_angle_smoothed_deg,left_torso_arm_angle_deg,right_torso_arm_angle_deg,left_aligned,right_aligned,left_reps,right_reps,left_correct_reps,right_correct_reps,left_incorrect_reps,right_incorrect_reps,total_reps,left_last_rep_reasons,right_last_rep_reasons
1,0.033,0,0,unknown,unknown,176.46,173.75,176.46,173.75,15.72,16.39,1,1,0,0,0,0,0,0,0,,
2,0.067,0,0,down,down,173.45,175.98,174.95,174.86,16.14,14.47,1,1,0,0,0,0,0,0,0,,
3,0.1,0,0,down,down,172.08,176.4,174.0,175.38,15.78,13.13,1,1,0,0,0,0,0,0,0,,
4,0.133,0,0,down,down,174.11,178.21,174.03,176.08,15.11,13.61,1,1,0,0,0,0,0,0,0,,
5,0.167,0,0,down,down,175.41,179.64,174.3,176.8,14.48,14.05,1,1,0,0,0,0,0,0,0,,
6,0.2,0,0,down,down,175.85,176.73,174.56,176.78,14.35,13.99,1,1,0,0,0,0,0,0,0,,
7,0.234,0,0,down,down,175.93,179.84,174.76,177.22,14.66,13.44,1,1,0,0,0,0,0,0,0,,
8,0.267,0,0,down,down,176.56,176.4,174.98,177.12,14.49,12.98,1,1,0,0,0,0,0,0,0,,
9,0.3,0,0,down,down,176.6,177.26,175.16,177.13,14.99,13.62,1,1,0,0,0,0,0,0,0,,
10,0.334,0,0,down,down,177.67,179.3,175.41,177.35,15.16,13.72,1,1,0,0,0,0,0,0,0,,
11,0.367,0,0,down,down,179.63,179.44,175.8,177.54,14.87,13.65,1,1,0,0,0,0,0,0,0,,
12,0.4,0,0,down,down,179.29,175.28,176.09,177.35,14.56,14.46,1,1,0,0,0,0,0,0,0,,
13,0.434,0,0,down,down,177.16,178.49,176.14,177.75,14.28,16.68,1,1,0,0,0,0,0,0,0,,
14,0.467,0,0,down,down,177.61,178.52,176.49,177.96,16.49,15.39,1,1,0,0,0,0,0,0,0,,
15,0.501,0,0,down,down,174.63,177.59,176.7,178.06,15.05,15.34,1,1,0,0,0,0,0,0,0,,
16,0.534,0,0,down,down,175.0,177.37,176.78,177.99,17.77,14.96,1,1,0,0,0,0,0,0,0,,
17,0.567,0,0,down,down,171.74,169.03,176.47,177.1,16.65,14.5,1,1,0,0,0,0,0,0,0,,
18,0.601,0,0,down,down,173.28,165.8,176.26,176.19,17.97,16.83,1,1,0,0,0,0,0,0,0,,
19,0.634,0,0,down,down,170.06,166.69,175.77,175.1,17.82,19.68,1,1,0,0,0,0,0,0,0,,
20,0.667,0,0,down,down,165.76,160.85,174.87,173.8,18.1,19.96,1,1,0,0,0,0,0,0,0,,
21,0.701,0,0,down,down,145.73,153.1,172.3,171.79,17.4,20.19,1,1,0,0,0,0,0,0,0,,
22,0.734,0,0,down,down,91.85,101.01,165.15,165.26,13.72,18.04,1,1,0,0,0,0,0,0,0,,
23,0.767,0,0,transition,transition,62.89,70.84,155.42,156.21,12.19,14.04,1,1,0,0,0,0,0,0,0,,
24,0.801,0,0,transition,transition,29.91,40.17,142.97,144.96,16.16,16.05,1,1,0,0,0,0,0,0,0,,
25,0.834,0,0,transition,transition,22.1,24.62,130.05,132.13,19.17,15.3,1,1,0,0,0,0,0,0,0,,
26,0.868,0,0,up,up,13.36,16.99,116.36,118.67,20.92,16.45,1,1,0,0,0,0,0,0,0,,
27,0.901,0,0,up,up,13.44,18.68,102.93,105.43,22.31,16.83,0,1,0,0,0,0,0,0,0,,
28,0.934,0,0,up,up,14.88,20.01,89.58,92.32,23.38,18.16,0,1,0,0,0,0,0,0,0,,
29,0.968,0,0,up,up,9.67,18.5,76.08,79.77,23.99,17.17,0,1,0,0,0,0,0,0,0,,
30,1.001,0,0,up,up,11.0,15.53,62.55,67.25,24.3,21.99,0,1,0,0,0,0,0,0,0,,
31,1.034,0,0,up,up,12.29,17.38,49.41,54.81,24.83,22.33,0,1,0,0,0,0,0,0,0,,
32,1.068,0,0,up,up,13.4,15.76,36.71,42.72,23.37,22.31,0,1,0,0,0,0,0,0,0,,
33,1.101,0,0,up,up,12.94,13.45,25.64,31.08,23.86,22.47,0,0,0,0,0,0,0,0,0,,
34,1.134,0,0,up,up,13.37,13.62,19.1,23.8,23.89,21.68,0,1,0,0,0,0,0,0,0,,
35,1.168,0,0,up,up,13.23,13.49,14.97,19.02,23.71,21.92,0,1,0,0,0,0,0,0,0,,
