frame,time_s,left_cycle_index,right_cycle_index,left_state,right_state,left_angle_raw_deg,right_angle_raw_deg,left_angle_smoothed_deg,right_angle_smoothed_deg,left_torso_arm_angle_deg,right_torso_arm_angle_deg,left_aligned,right_aligned,left_reps,right_reps,left_correct_reps,right_correct_reps,left_incorrect_reps,right_incorrect_reps,total_reps,left_last_rep_reasons,right_last_rep_reasons
1,0.033,0,0,unknown,unknown,,168.63,,168.63,,1.18,1,1,0,0,0,0,0,0,0,,
2,0.067,0,0,unknown,down,,173.6,,171.12,,5.21,1,1,0,0,0,0,0,0,0,,
3,0.1,0,0,unknown,down,,172.77,,171.67,,4.47,1,1,0,0,0,0,0,0,0,,
4,0.133,0,0,unknown,down,,172.22,,171.81,,3.88,1,1,0,0,0,0,0,0,0,,
5,0.167,0,0,unknown,down,,168.93,,171.23,,2.93,1,1,0,0,0,0,0,0,0,,
6,0.2,0,0,unknown,down,,175.49,,171.94,,5.03,1,1,0,0,0,0,0,0,0,,
7,0.234,0,0,unknown,down,,171.49,,171.88,,3.58,1,1,0,0,0,0,0,0,0,,
8,0.267,0,0,unknown,down,,172.27,,171.93,,5.28,1,1,0,0,0,0,0,0,0,,
9,0.3,0,0,unknown,down,,169.73,,171.68,,3.84,1,1,0,0,0,0,0,0,0,,
10,0.334,0,0,unknown,down,,172.03,,171.72,,4.93,1,1,0,0,0,0,0,0,0,,
11,0.367,0,0,unknown,down,,176.71,,172.17,,5.76,1,1,0,0,0,0,0,0,0,,
12,0.4,0,0,unknown,down,,176.04,,172.49,,6.33,1,1,0,0,0,0,0,0,0,,
13,0.434,0,0,unknown,down,,179.8,,173.42,,8.21,1,1,0,0,0,0,0,0,0,,
14,0.467,0,0,unknown,down,,174.08,,173.46,,5.67,1,1,0,0,0,0,0,0,0,,
15,0.5,0,0,unknown,down,,177.53,,173.86,,8.58,1,1,0,0,0,0,0,0,0,,
16,0.534,0,0,unknown,down,,177.21,,174.27,,6.82,1,1,0,0,0,0,0,0,0,,
17,0.567,0,0,unknown,down,,179.14,,175.13,,7.23,1,1,0,0,0,0,0,0,0,,
18,0.6,0,0,unknown,down,,174.62,,175.05,,4.29,1,1,0,0,0,0,0,0,0,,
19,0.634,0,0,unknown,down,,166.97,,174.68,,5.17,1,1,0,0,0,0,0,0,0,,
20,0.667,0,0,unknown,down,,163.31,,173.93,,0.39,1,1,0,0,0,0,0,0,0,,
21,0.701,0,0,unknown,down,,163.08,,173.38,,0.56,1,1,0,0,0,0,0,0,0,,
22,0.734,0,0,unknown,down,,159.42,,172.33,,0.8,1,1,0,0,0,0,0,0,0,,
23,0.767,0,0,unknown,transition,,156.44,,170.64,,0.64,1,1,0,0,0,0,0,0,0,,
24,0.801,0,0,unknown,transition,,146.29,,168.16,,2.26,1,1,0,0,0,0,0,0,0,,
25,0.834,0,0,unknown,transition,,140.92,,164.92,,0.35,1,1,0,0,0,0,0,0,0,,
26,0.867,0,0,unknown,transition,,137.05,,161.83,,1.18,1,1,0,0,0,0,0,0,0,,
27,0.901,0,0,unknown,transition,,129.92,,157.86,,3.73,1,1,0,0,0,0,0,0,0,,
28,0.934,0,0,unknown,transition,,129.18,,153.86,,4.84,1,1,0,0,0,0,0,0,0,,
29,0.967,0,0,unknown,transition,,126.04,,149.44,,2.84,1,1,0,0,0,0,0,0,0,,
30,1.001,0,0,unknown,transition,,120.0,,144.88,,1.68,1,1,0,0,0,0,0,0,0,,
31,1.034,0,0,unknown,transition,,111.32,,140.25,,3.68,1,1,0,0,0,0,0,0,0,,
32,1.068,0,0,unknown,transition,,108.48,,135.68,,1.89,1,1,0,0,0,0,0,0,0,,
