frame,time_s,left_cycle_index,right_cycle_index,left_state,right_state,left_angle_raw_deg,right_angle_raw_deg,left_angle_smoothed_deg,right_angle_smoothed_deg,left_torso_arm_angle_deg,right_torso_arm_angle_deg,left_aligned,right_aligned,left_reps,right_reps,left_correct_reps,right_correct_reps,left_incorrect_reps,right_incorrect_reps,total_reps,left_last_rep_reasons,right_last_rep_reasons
1,0.033,0,0,unknown,unknown,,103.32,,103.32,,8.15,1,1,0,0,0,0,0,0,0,,
2,0.067,0,0,unknown,unknown,,108.12,,105.72,,8.92,1,1,0,0,0,0,0,0,0,,
3,0.1,0,0,unknown,transition,,105.23,,105.56,,7.93,1,1,0,0,0,0,0,0,0,,
4,0.133,0,0,unknown,transition,,99.4,,104.02,,7.87,1,1,0,0,0,0,0,0,0,,
5,0.167,0,0,unknown,transition,,92.96,,101.81,,8.43,1,1,0,0,0,0,0,0,0,,
6,0.2,0,0,unknown,transition,,89.65,,99.78,,6.44,1,1,0,0,0,0,0,0,0,,
7,0.234,0,0,unknown,transition,,83.12,,97.4,,5.92,1,1,0,0,0,0,0,0,0,,
8,0.267,0,0,unknown,transition,,77.63,,94.93,,3.99,1,1,0,0,0,0,0,0,0,,
9,0.3,0,0,unknown,transition,,75.74,,92.8,,1.14,1,1,0,0,0,0,0,0,0,,
10,0.334,0,0,unknown,transition,,70.27,,90.55,,1.56,1,1,0,0,0,0,0,0,0,,
11,0.367,0,0,unknown,transition,,67.49,,88.45,,0.96,1,1,0,0,0,0,0,0,0,,
12,0.4,0,0,unknown,transition,,63.28,,86.35,,0.2,1,1,0,0,0,0,0,0,0,,
13,0.434,0,0,unknown,transition,,59.38,,82.69,,1.1,1,1,0,0,0,0,0,0,0,,
14,0.467,0,0,unknown,transition,,58.82,,78.58,,2.68,1,1,0,0,0,0,0,0,0,,
15,0.501,0,0,unknown,transition,,57.96,,74.64,,5.45,1,1,0,0,0,0,0,0,0,,
16,0.534,0,0,unknown,transition,,57.52,,71.15,,7.38,1,1,0,0,0,0,0,0,0,,
17,0.567,0,0,unknown,transition,,57.14,,68.17,,9.92,1,1,0,0,0,0,0,0,0,,
18,0.601,0,0,unknown,transition,,53.56,,65.16,,10.55,1,1,0,0,0,0,0,0,0,,
19,0.634,0,0,unknown,transition,,51.42,,62.52,,12.15,1,1,0,0,0,0,0,0,0,,
20,0.667,0,0,unknown,transition,,47.95,,60.04,,13.43,1,1,0,0,0,0,0,0,0,,
21,0.701,0,0,unknown,transition,,46.08,,57.57,,13.25,1,1,0,0,0,0,0,0,0,,
22,0.734,0,0,unknown,up,,43.59,,55.35,,13.1,1,1,0,0,0,0,0,0,0,,
23,0.767,0,0,unknown,up,,40.17,,53.07,,12.81,1,1,0,0,0,0,0,0,0,,
24,0.801,0,0,unknown,up,,40.01,,51.13,,13.8,1,1,0,0,0,0,0,0,0,,
25,0.834,0,0,unknown,up,,38.32,,49.38,,14.72,1,0,0,0,0,0,0,0,0,,
26,0.868,0,0,unknown,up,,37.36,,47.59,,13.59,1,1,0,0,0,0,0,0,0,,
27,0.901,0,0,unknown,up,,35.7,,45.73,,13.35,1,1,0,0,0,0,0,0,0,,
28,0.934,0,0,unknown,up,,35.86,,43.93,,12.93,1,1,0,0,0,0,0,0,0,,
29,0.968,0,0,unknown,up,,36.6,,42.22,,12.18,1,1,0,0,0,0,0,0,0,,
30,1.001,0,0,unknown,up,,37.74,,40.9,,13.3,1,1,0,0,0,0,0,0,0,,
31,1.034,0,0,unknown,up,,40.47,,39.99,,11.84,1,1,0,0,0,0,0,0,0,,
32,1.068,0,0,unknown,up,,42.57,,39.54,,11.39,1,1,0,0,0,0,0,0,0,,
33,1.101,0,0,unknown,up,,45.57,,39.5,,10.24,1,1,0,0,0,0,0,0,0,,
34,1.134,0,0,unknown,up,,50.06,,40.03,,10.41,1,1,0,0,0,0,0,0,0,,
35,1.168,0,0,unknown,up,,47.8,,40.67,,8.66,1,1,0,0,0,0,0,0,0,,
36,1.201,0,0,unknown,up,,51.56,,41.63,,7.83,1,1,0,0,0,0,0,0,0,,
37,1.235,0,0,unknown,up,,54.31,,42.96,,6.12,1,1,0,0,0,0,0,0,0,,
38,1.268,0,0,unknown,transition,,55.29,,44.46,,4.54,1,1,0,0,0,0,0,0,0,,
39,1.301,0,0,unknown,transition,,56.64,,46.2,,4.26,1,1,0,0,0,0,0,0,0,,
40,1.335,0,0,unknown,transition,,59.96,,48.21,,3.73,1,1,0,0,0,0,0,0,0,,
41,1.368,0,0,unknown,transition,,63.07,,50.42,,2.91,1,1,0,0,0,0,0,0,0,,
42,1.401,0,0,unknown,transition,,67.84,,52.93,,0.97,1,1,0,0,0,0,0,0,0,,
43,1.435,0,0,unknown,transition,,70.86,,55.46,,1.84,1,1,0,0,0,0,0,0,0,,
44,1.468,0,0,unknown,transition,,74.59,,58.13,,2.45,1,1,0,0,0,0,0,0,0,,
45,1.502,0,0,unknown,transition,,77.74,,60.81,,2.4,1,1,0,0,0,0,0,0,0,,
46,1.535,0,0,unknown,transition,,83.07,,63.56,,2.09,1,1,0,0,0,0,0,0,0,,
47,1.568,0,0,unknown,transition,,85.73,,66.72,,0.59,1,1,0,0,0,0,0,0,0,,
48,1.602,0,0,unknown,transition,,91.29,,70.03,,2.84,1,1,0,0,0,0,0,0,0,,
49,1.635,0,0,unknown,transition,,93.16,,73.27,,2.59,1,1,0,0,0,0,0,0,0,,
50,1.668,0,0,unknown,transition,,101.29,,77.1,,3.78,1,1,0,0,0,0,0,0,0,,
51,1.702,0,0,unknown,transition,,100.04,,80.72,,4.43,1,1,0,0,0,0,0,0,0,,
52,1.735,0,0,unknown,transition,,106.26,,84.58,,2.83,1,1,0,0,0,0,0,0,0,,
53,1.768,0,0,unknown,transition,,109.88,,88.48,,2.54,1,1,0,0,0,0,0,0,0,,
54,1.802,0,0,unknown,transition,,112.03,,92.16,,2.28,1,1,0,0,0,0,0,0,0,,
55,1.835,0,0,unknown,transition,,116.55,,95.97,,0.96,1,1,0,0,0,0,0,0,0,,
56,1.869,0,0,unknown,transition,,118.45,,99.62,,1.76,1,1,0,0,0,0,0,0,0,,
57,1.902,0,0,unknown,transition,,121.13,,103.24,,1.95,1,1,0,0,0,0,0,0,0,,
58,1.935,0,0,unknown,transition,,124.35,,106.68,,1.94,1,1,0,0,0,0,0,0,0,,
59,1.969,0,0,unknown,transition,,125.59,,110.0,,3.68,1,1,0,0,0,0,0,0,0,,
60,2.002,0,0,unknown,transition,,129.55,,113.19,,3.68,1,1,0,0,0,0,0,0,0,,
61,2.035,0,0,unknown,transition,,131.53,,116.39,,4.04,1,1,0,0,0,0,0,0,0,,
62,2.069,0,0,unknown,transition,,134.03,,119.12,,3.74,1,1,0,0,0,0,0,0,0,,
63,2.102,0,0,unknown,transition,,134.63,,122.0,,4.35,1,1,0,0,0,0,0,0,0,,
64,2.135,0,0,unknown,transition,,138.17,,124.66,,3.01,1,1,0,0,0,0,0,0,0,,
65,2.169,0,0,unknown,transition,,140.21,,127.19,,3.37,1,1,0,0,0,0,0,0,0,,
66,2.202,0,0,unknown,transition,,142.44,,129.72,,2.0,1,1,0,0,0,0,0,0,0,,
67,2.236,0,0,unknown,transition,,143.94,,132.0,,2.36,1,1,0,0,0,0,0,0,0,,
68,2.269,0,0,unknown,transition,,147.15,,134.39,,1.38,1,1,0,0,0,0,0,0,0,,
