frame,time_s,left_cycle_index,right_cycle_index,left_state,right_state,left_angle_raw_deg,right_angle_raw_deg,left_angle_smoothed_deg,right_angle_smoothed_deg,left_elbow_alignment_angle_deg,right_elbow_alignment_angle_deg,left_true_torso_angle_deg,right_true_torso_angle_deg,left_aligned,right_aligned,left_reps,right_reps,left_correct_reps,right_correct_reps,left_incorrect_reps,right_incorrect_reps,total_reps,left_last_rep_reasons,right_last_rep_reasons
63,1.046,0,0,transition,up,53.99,50.03,55.57,48.99,14.73,1.05,174.26,174.3,1,1,0,0,0,0,0,0,0,,
64,1.063,0,0,transition,up,53.58,49.63,55.14,49.15,15.0,1.9,174.41,174.32,1,1,0,0,0,0,0,0,0,,
65,1.079,0,0,transition,up,54.54,50.09,54.87,49.34,14.73,1.77,174.41,174.15,1,1,0,0,0,0,0,0,0,,
66,1.096,0,0,transition,up,53.99,49.99,54.64,49.45,14.56,1.45,174.43,174.15,1,1,0,0,0,0,0,0,0,,
67,1.113,0,0,transition,up,54.49,50.65,54.42,49.55,14.95,1.72,174.93,174.18,1,1,0,0,0,0,0,0,0,,
68,1.129,0,0,transition,up,54.99,50.3,54.33,49.66,14.93,1.47,175.06,174.49,1,1,0,0,0,0,0,0,0,,
69,1.146,0,0,transition,transition,54.93,50.69,54.32,49.82,14.7,1.22,175.24,174.47,1,1,0,0,0,0,0,0,0,,
70,1.162,0,0,transition,transition,52.59,50.92,54.2,49.95,12.29,1.22,174.92,174.44,1,1,0,0,0,0,0,0,0,,
71,1.179,0,0,transition,transition,53.25,52.84,54.13,50.28,11.73,1.36,174.89,173.95,1,1,0,0,0,0,0,0,0,,
72,1.196,0,0,transition,transition,54.64,53.17,54.21,50.58,11.36,1.19,175.18,174.1,1,1,0,0,0,0,0,0,0,,
73,1.212,0,0,transition,transition,55.52,53.97,54.28,50.99,11.85,1.93,175.63,174.24,1,1,0,0,0,0,0,0,0,,
74,1.229,0,0,transition,transition,56.33,53.93,54.4,51.35,15.19,2.02,175.75,173.73,1,1,0,0,0,0,0,0,0,,
75,1.246,0,0,transition,transition,55.99,54.08,54.57,51.69,14.39,1.12,175.86,173.75,1,1,0,0,0,0,0,0,0,,
76,1.262,0,0,transition,transition,54.25,55.96,54.63,52.22,12.74,0.58,175.56,174.02,1,1,0,0,0,0,0,0,0,,
77,1.279,0,0,transition,transition,53.4,55.39,54.53,52.66,11.2,0.26,175.11,174.93,1,1,0,0,0,0,0,0,0,,
78,1.295,0,0,transition,transition,54.42,54.38,54.57,53.02,11.95,0.27,175.6,174.94,1,1,0,0,0,0,0,0,0,,
79,1.312,0,0,transition,transition,53.83,55.02,54.51,53.39,12.08,0.3,176.09,174.92,1,1,0,0,0,0,0,0,0,,
80,1.329,0,0,transition,transition,53.38,55.45,54.38,53.82,11.58,0.2,176.11,174.43,1,1,0,0,0,0,0,0,0,,
81,1.345,0,0,transition,transition,53.22,55.45,54.24,54.21,12.04,0.37,175.83,174.12,1,1,0,0,0,0,0,0,0,,
82,1.362,0,0,transition,transition,53.04,55.28,54.27,54.58,13.92,0.65,176.01,174.15,1,1,0,0,0,0,0,0,0,,
83,1.378,0,0,transition,transition,54.37,55.73,54.37,54.82,15.37,0.04,176.0,174.3,1,1,0,0,0,0,0,0,0,,
84,1.395,0,0,transition,transition,54.86,55.84,54.39,55.04,15.51,0.2,176.3,173.98,1,1,0,0,0,0,0,0,0,,
85,1.412,0,0,transition,transition,55.32,55.71,54.37,55.19,15.79,0.75,176.14,173.66,1,1,0,0,0,0,0,0,0,,
86,1.428,0,0,transition,transition,55.04,54.46,54.26,55.23,16.39,0.84,175.68,173.51,1,1,0,0,0,0,0,0,0,,
87,1.445,0,0,transition,transition,56.71,54.21,54.32,55.24,17.07,0.73,175.39,173.68,1,1,0,0,0,0,0,0,0,,
88,1.461,0,0,transition,transition,55.32,54.75,54.41,55.14,17.2,0.9,175.97,173.88,1,1,0,0,0,0,0,0,0,,
89,1.478,0,0,transition,transition,60.86,55.99,55.03,55.19,18.74,0.21,176.26,174.34,1,1,0,0,0,0,0,0,0,,
90,1.495,0,0,transition,transition,61.19,56.8,55.6,55.39,19.18,0.4,176.13,174.81,1,1,0,0,0,0,0,0,0,,
91,1.511,0,0,transition,transition,56.04,56.76,55.78,55.54,22.99,0.29,176.18,174.97,0,1,0,0,0,0,0,0,0,,
92,1.528,0,0,transition,transition,57.03,57.22,56.08,55.68,22.37,0.29,176.79,174.7,0,1,0,0,0,0,0,0,0,,
93,1.544,0,0,transition,transition,45.18,59.88,55.41,56.05,27.77,0.14,176.46,174.52,0,1,0,0,0,0,0,0,0,,
94,1.561,0,0,transition,transition,55.71,60.51,55.64,56.49,23.82,0.04,177.38,174.34,0,1,0,0,0,0,0,0,0,,
95,1.578,0,0,transition,transition,68.85,63.0,56.84,57.09,21.14,1.17,178.0,174.35,0,1,0,0,0,0,0,0,0,,
96,1.594,0,0,transition,transition,64.4,63.76,57.64,57.75,22.71,1.9,177.99,174.21,0,1,0,0,0,0,0,0,0,,
97,1.611,0,0,transition,transition,45.63,64.4,56.83,58.48,20.23,1.44,178.46,174.38,0,1,0,0,0,0,0,0,0,,
98,1.627,0,0,transition,transition,73.11,65.21,58.34,59.37,19.94,1.45,177.99,174.68,0,1,0,0,0,0,0,0,0,,
99,1.644,0,0,transition,transition,62.1,66.08,58.79,60.36,25.3,1.87,178.14,174.5,0,1,0,0,0,0,0,0,0,,
100,1.661,0,0,transition,transition,66.08,65.48,59.68,61.26,25.82,1.92,177.83,174.21,0,1,0,0,0,0,0,0,0,,
101,1.677,0,0,transition,transition,70.87,66.19,60.52,62.11,20.44,2.53,177.7,174.42,0,1,0,0,0,0,0,0,0,,
102,1.694,0,0,transition,transition,70.59,67.33,61.3,62.99,19.91,2.6,177.55,174.63,1,1,0,0,0,0,0,0,0,,
103,1.711,0,0,transition,transition,75.5,70.41,62.92,64.12,14.06,2.99,177.68,174.79,1,1,0,0,0,0,0,0,0,,
104,1.727,0,0,transition,transition,72.96,71.76,64.25,65.33,16.26,3.08,177.4,174.98,1,1,0,0,0,0,0,0,0,,
105,1.744,0,0,transition,transition,80.67,73.98,67.21,66.51,17.44,3.47,177.53,175.14,1,1,0,0,0,0,0,0,0,,
106,1.76,0,0,transition,transition,86.64,74.88,67.21,67.71,17.63,4.17,177.68,175.27,1,1,0,0,0,0,0,0,0,,
107,1.777,0,0,transition,transition,90.77,75.71,67.21,68.77,20.0,4.33,177.69,174.82,1,1,0,0,0,0,0,0,0,,
108,1.794,0,0,transition,transition,90.87,77.61,67.21,69.92,17.93,4.9,177.83,175.1,1,1,0,0,0,0,0,0,0,,
109,1.81,0,0,transition,transition,85.72,79.64,67.21,71.19,14.64,4.78,177.67,175.22,1,1,0,0,0,0,0,0,0,,
110,1.827,0,0,transition,transition,77.4,81.97,67.21,72.59,3.83,4.08,177.5,175.64,1,1,0,0,0,0,0,0,0,,
111,1.843,0,0,transition,transition,82.15,81.11,67.21,73.84,8.3,4.35,177.35,175.65,1,1,0,0,0,0,0,0,0,,
112,1.86,0,0,transition,transition,84.58,83.44,67.21,75.34,9.93,3.92,176.7,175.51,1,1,0,0,0,0,0,0,0,,
113,1.877,0,0,transition,transition,89.28,84.48,67.21,76.86,10.51,3.91,176.53,175.81,1,1,0,0,0,0,0,0,0,,
114,1.893,0,0,transition,transition,82.79,86.23,67.21,78.43,4.0,4.05,177.64,175.95,1,1,0,0,0,0,0,0,0,,
115,1.91,0,0,transition,transition,87.87,86.63,67.21,79.79,5.92,4.61,177.65,175.97,1,1,0,0,0,0,0,0,0,,
116,1.926,0,0,transition,transition,94.76,85.03,67.21,80.89,8.72,4.88,177.66,175.98,1,1,0,0,0,0,0,0,0,,
117,1.943,0,0,transition,transition,88.65,87.84,67.21,82.05,3.37,4.77,177.97,176.1,1,1,0,0,0,0,0,0,0,,
118,1.96,0,0,transition,transition,93.76,88.74,67.21,83.2,5.34,4.33,177.64,175.96,1,1,0,0,0,0,0,0,0,,
119,1.976,0,0,transition,transition,100.43,92.91,67.21,84.64,11.51,3.48,177.8,175.65,1,1,0,0,0,0,0,0,0,,
120,1.993,0,0,transition,transition,115.04,93.35,67.21,85.95,12.47,2.8,178.27,175.19,1,1,0,0,0,0,0,0,0,,
121,2.009,0,0,transition,transition,94.14,96.0,67.21,87.31,16.34,1.97,178.24,175.45,1,1,0,0,0,0,0,0,0,,
122,2.026,0,0,transition,transition,121.45,101.32,67.21,88.92,17.6,2.54,177.91,175.43,1,1,0,0,0,0,0,0,0,,
123,2.043,0,0,transition,transition,124.35,105.21,67.21,90.93,16.22,2.81,177.09,175.44,1,1,0,0,0,0,0,0,0,,
124,2.059,0,0,transition,transition,115.97,103.9,67.21,92.64,15.83,3.25,176.1,175.6,1,1,0,0,0,0,0,0,0,,
125,2.076,0,0,transition,transition,121.81,107.2,72.72,94.53,11.14,3.96,175.46,175.47,1,1,0,0,0,0,0,0,0,,
126,2.092,0,0,transition,transition,120.83,108.54,77.05,96.39,10.6,4.65,175.25,175.35,1,1,0,0,0,0,0,0,0,,
127,2.109,0,0,transition,transition,127.79,112.42,82.33,98.54,11.57,4.38,175.43,175.34,1,1,0,0,0,0,0,0,0,,
128,2.126,0,0,transition,transition,135.0,116.85,89.78,101.19,12.6,4.37,175.63,175.34,1,1,0,0,0,0,0,0,0,,
129,2.142,0,0,transition,transition,133.38,126.42,94.8,104.41,10.89,3.41,175.53,175.71,1,1,0,0,0,0,0,0,0,,
130,2.159,0,0,transition,transition,135.1,128.25,100.88,107.7,10.48,3.17,175.82,175.38,1,1,0,0,0,0,0,0,0,,
131,2.176,0,0,transition,transition,129.79,124.71,106.19,110.35,9.07,2.64,175.83,175.12,1,1,0,0,0,0,0,0,0,,
132,2.192,0,0,transition,transition,129.77,127.84,111.1,113.22,8.14,3.85,175.68,175.31,1,1,0,0,0,0,0,0,0,,
133,2.209,0,0,transition,transition,129.69,131.44,116.02,116.18,6.83,5.37,176.64,175.49,1,1,0,0,0,0,0,0,0,,
134,2.225,0,0,transition,transition,130.0,134.19,120.57,118.91,7.77,5.42,177.64,175.15,1,1,0,0,0,0,0,0,0,,
135,2.242,0,0,transition,transition,133.51,135.68,125.61,121.45,6.62,5.81,177.5,175.89,1,1,0,0,0,0,0,0,0,,
136,2.259,0,0,transition,transition,134.52,137.35,130.1,124.24,6.71,6.22,177.16,176.67,1,1,0,0,0,0,0,0,0,,
137,2.275,0,0,transition,transition,134.73,138.16,131.18,126.82,6.66,6.89,176.87,177.47,1,1,0,0,0,0,0,0,0,,
138,2.292,0,0,transition,transition,135.77,137.69,132.42,129.25,6.3,8.61,177.51,178.05,1,1,0,0,0,0,0,0,0,,
139,2.308,0,0,transition,transition,137.62,139.63,133.24,131.52,5.86,9.37,177.05,178.05,1,1,0,0,0,0,0,0,0,,
140,2.325,0,0,transition,transition,137.63,140.37,133.46,133.48,6.98,8.31,175.65,178.67,1,1,0,0,0,0,0,0,0,,
141,2.342,0,0,transition,transition,136.98,141.7,133.76,134.75,7.22,7.84,174.23,178.97,1,1,0,0,0,0,0,0,0,,
142,2.358,0,0,transition,transition,140.66,146.27,134.22,136.25,8.49,7.48,173.86,179.4,1,1,0,0,0,0,0,0,0,,
143,2.375,0,0,transition,transition,141.75,145.99,135.22,138.02,8.62,8.59,174.24,179.42,1,1,0,0,0,0,0,0,0,,
144,2.391,0,0,transition,transition,144.57,146.93,136.45,139.62,8.14,8.79,174.75,178.98,1,1,0,0,0,0,0,0,0,,
145,2.408,0,0,transition,transition,147.99,146.89,137.98,140.9,7.92,9.94,176.31,178.27,1,1,0,0,0,0,0,0,0,,
146,2.425,0,0,transition,transition,147.33,148.78,139.42,142.12,6.66,9.9,176.46,177.91,1,1,0,0,0,0,0,0,0,,
147,2.441,0,0,transition,transition,148.78,152.31,140.69,143.5,7.12,8.42,175.15,178.2,1,1,0,0,0,0,0,0,0,,
148,2.458,0,0,transition,transition,149.26,152.56,141.92,144.77,6.68,9.82,176.07,178.9,1,1,0,0,0,0,0,0,0,,
149,2.474,0,0,transition,transition,151.45,155.03,143.32,146.18,6.36,9.3,176.42,177.79,1,1,0,0,0,0,0,0,0,,
150,2.491,0,0,transition,transition,151.55,153.23,143.32,147.47,6.39,10.63,176.12,178.34,1,1,0,0,0,0,0,0,0,,
151,2.508,0,0,transition,transition,152.32,156.59,143.32,148.89,6.17,9.29,176.28,177.67,1,1,0,0,0,0,0,0,0,,
152,2.524,0,0,transition,transition,152.52,157.28,143.32,150.3,5.44,10.02,175.38,177.92,1,1,0,0,0,0,0,0,0,,
153,2.541,0,0,transition,transition,156.3,159.05,143.32,151.74,5.39,9.45,175.44,177.81,1,1,0,0,0,0,0,0,0,,
154,2.557,0,0,transition,transition,154.86,158.69,144.91,152.78,4.64,10.2,175.36,178.2,1,1,0,0,0,0,0,0,0,,
155,2.574,0,0,transition,transition,155.71,159.99,146.41,153.94,5.09,9.6,174.91,178.49,1,1,0,0,0,0,0,0,0,,
156,2.591,0,0,transition,transition,154.51,161.31,146.41,155.14,5.07,9.76,174.08,178.6,1,1,0,0,0,0,0,0,0,,
157,2.607,0,0,transition,down,156.01,161.6,146.41,,5.36,9.32,174.08,179.16,1,1,0,0,0,0,0,0,0,,
158,2.624,0,0,transition,down,157.96,160.45,146.41,160.45,5.62,9.88,174.66,179.72,1,1,0,0,0,0,0,0,0,,
159,2.64,0,0,transition,down,158.18,160.74,146.41,160.6,4.56,10.18,175.16,179.86,1,1,0,0,0,0,0,0,0,,
160,2.657,0,0,transition,down,158.05,160.41,146.41,160.53,4.56,10.52,175.16,179.86,1,1,0,0,0,0,0,0,0,,
161,2.674,0,0,transition,down,158.79,159.65,146.41,160.31,4.94,10.57,175.06,179.72,1,1,0,0,0,0,0,0,0,,
162,2.69,0,0,transition,down,159.11,160.66,146.41,160.38,4.64,9.89,175.36,179.44,1,1,0,0,0,0,0,0,0,,
163,2.707,0,0,transition,down,157.57,158.9,146.41,160.13,3.1,10.79,175.81,179.45,1,1,0,0,0,0,0,0,0,,
164,2.724,0,0,transition,down,156.6,159.74,147.99,160.08,3.73,9.79,175.19,179.72,1,1,0,0,0,0,0,0,0,,
165,2.74,0,0,transition,down,155.18,160.05,149.51,160.07,2.9,9.64,175.48,178.6,1,1,0,0,0,0,0,0,0,,
166,2.757,0,0,transition,down,156.29,160.24,150.81,160.09,3.61,9.95,175.56,178.03,1,1,0,0,0,0,0,0,0,,
167,2.773,0,0,transition,down,154.16,159.81,151.85,160.06,2.8,10.2,176.66,177.78,1,1,0,0,0,0,0,0,0,,
168,2.79,0,0,transition,down,155.33,157.81,152.74,159.86,5.28,10.22,175.52,177.8,1,1,0,0,0,0,0,0,0,,
169,2.807,0,0,transition,transition,152.22,158.54,153.1,159.75,5.25,9.18,175.56,177.28,1,1,0,0,0,0,0,0,0,,
170,2.823,0,0,transition,transition,150.18,157.47,153.33,159.5,6.49,8.08,175.41,176.93,1,1,0,0,0,0,0,0,0,,
171,2.84,0,0,transition,transition,150.29,155.43,153.46,159.06,7.35,7.45,174.32,178.16,1,1,0,0,0,0,0,0,0,,
172,2.856,0,0,transition,transition,150.24,153.84,153.54,158.51,9.38,6.7,173.39,178.16,1,1,0,0,0,0,0,0,0,,
173,2.873,0,0,transition,transition,149.0,153.0,153.34,157.96,9.62,5.94,174.23,178.42,1,1,0,0,0,0,0,0,0,,
174,2.89,0,0,transition,transition,149.05,154.03,152.85,157.4,8.84,5.2,174.57,178.1,1,1,0,0,0,0,0,0,0,,
175,2.906,0,0,transition,transition,147.66,149.94,152.18,156.66,8.89,5.97,174.78,178.51,1,1,0,0,0,0,0,0,0,,
176,2.923,0,0,transition,transition,147.86,146.87,151.46,155.59,9.4,7.59,175.77,178.27,1,1,0,0,0,0,0,0,0,,
177,2.939,0,0,transition,transition,146.28,146.18,150.71,154.43,8.08,6.69,176.21,177.95,1,1,0,0,0,0,0,0,0,,
178,2.956,0,0,transition,transition,145.74,145.02,149.84,153.16,9.27,5.26,175.49,177.33,1,1,0,0,0,0,0,0,0,,
179,2.973,0,0,transition,transition,141.98,141.77,148.82,151.66,8.39,5.97,176.61,176.61,1,1,0,0,0,0,0,0,0,,
180,2.989,0,0,transition,transition,139.45,139.95,147.5,150.17,8.2,5.17,177.1,175.97,1,1,0,0,0,0,0,0,0,,
181,3.006,0,0,transition,transition,135.16,134.48,146.08,148.16,8.1,4.76,177.26,175.52,1,1,0,0,0,0,0,0,0,,
182,3.022,0,0,transition,transition,137.22,132.65,145.0,146.1,9.58,5.49,177.04,175.66,1,1,0,0,0,0,0,0,0,,
183,3.039,0,0,transition,transition,134.43,129.65,143.67,143.95,8.75,5.28,177.52,175.01,1,1,0,0,0,0,0,0,0,,
184,3.056,0,0,transition,transition,133.89,128.3,142.31,141.82,8.82,5.13,177.87,174.87,1,1,0,0,0,0,0,0,0,,
185,3.072,0,0,transition,transition,134.68,126.8,141.12,139.64,9.69,5.43,178.03,175.75,1,1,0,0,0,0,0,0,0,,
186,3.089,0,0,transition,transition,124.95,117.94,139.11,136.63,8.85,3.02,177.88,175.02,1,1,0,0,0,0,0,0,0,,
187,3.105,0,0,transition,transition,115.01,114.72,136.39,133.69,8.48,2.56,176.55,175.45,1,1,0,0,0,0,0,0,0,,
188,3.122,0,0,transition,transition,105.66,107.6,132.87,130.42,7.08,0.12,177.09,175.51,1,1,0,0,0,0,0,0,0,,
189,3.139,0,0,transition,transition,100.8,106.05,132.87,127.08,6.29,2.39,177.38,175.67,1,1,0,0,0,0,0,0,0,,
190,3.155,0,0,transition,transition,103.84,103.65,132.87,123.63,8.1,2.44,176.43,175.88,1,1,0,0,0,0,0,0,0,,
191,3.172,0,0,transition,transition,116.94,95.08,132.87,119.74,7.91,2.55,177.46,175.75,1,1,0,0,0,0,0,0,0,,
192,3.189,0,0,transition,transition,103.46,94.94,132.87,115.99,9.52,2.5,177.1,176.08,1,1,0,0,0,0,0,0,0,,
193,3.205,0,0,transition,transition,90.06,89.47,132.87,112.24,8.61,3.13,177.25,175.73,1,1,0,0,0,0,0,0,0,,
194,3.222,0,0,transition,transition,88.2,87.55,132.87,108.48,10.74,3.12,176.58,175.73,1,1,0,0,0,0,0,0,0,,
195,3.238,0,0,transition,transition,80.46,83.81,132.87,104.66,6.96,2.74,177.91,175.22,1,1,0,0,0,0,0,0,0,,
196,3.255,0,0,transition,transition,80.0,85.17,132.87,101.07,6.0,2.88,177.08,175.4,1,1,0,0,0,0,0,0,0,,
197,3.272,0,0,transition,transition,76.31,82.4,132.87,97.37,12.27,2.26,176.52,175.46,1,1,0,0,0,0,0,0,0,,
198,3.288,0,0,transition,transition,80.59,80.2,132.87,94.22,9.63,2.67,176.82,175.62,1,1,0,0,0,0,0,0,0,,
199,3.305,0,0,transition,transition,84.43,78.46,127.72,91.2,16.31,2.26,175.26,175.47,1,1,0,0,0,0,0,0,0,,
