frame,time_s,left_cycle_index,right_cycle_index,left_state,right_state,left_angle_raw_deg,right_angle_raw_deg,left_angle_smoothed_deg,right_angle_smoothed_deg,left_torso_arm_angle_deg,right_torso_arm_angle_deg,left_aligned,right_aligned,left_reps,right_reps,left_correct_reps,right_correct_reps,left_incorrect_reps,right_incorrect_reps,total_reps,left_last_rep_reasons,right_last_rep_reasons
1,0.033,0,0,unknown,unknown,116.54,,116.54,,8.32,,1,1,0,0,0,0,0,0,0,,
2,0.067,0,0,transition,unknown,110.04,,113.29,,12.1,,1,1,0,0,0,0,0,0,0,,
3,0.1,0,0,transition,unknown,108.25,,111.61,,11.35,,1,1,0,0,0,0,0,0,0,,
4,0.133,0,0,transition,unknown,103.47,,109.57,,10.63,,1,1,0,0,0,0,0,0,0,,
5,0.167,0,0,transition,unknown,96.31,,106.92,,10.89,,1,1,0,0,0,0,0,0,0,,
6,0.2,0,0,transition,unknown,94.62,,104.87,,8.69,,1,1,0,0,0,0,0,0,0,,
7,0.234,0,0,transition,unknown,91.16,,102.91,,7.55,,1,1,0,0,0,0,0,0,0,,
8,0.267,0,0,transition,unknown,85.04,,100.68,,6.74,,1,1,0,0,0,0,0,0,0,,
9,0.3,0,0,transition,unknown,78.86,,98.26,,6.56,,1,1,0,0,0,0,0,0,0,,
10,0.334,0,0,transition,unknown,74.32,,95.86,,5.16,,1,1,0,0,0,0,0,0,0,,
11,0.367,0,0,transition,unknown,68.67,,93.39,,3.95,,1,1,0,0,0,0,0,0,0,,
12,0.4,0,0,transition,unknown,63.43,,90.89,,2.71,,1,1,0,0,0,0,0,0,0,,
13,0.434,0,0,transition,unknown,59.31,,86.12,,2.63,,1,1,0,0,0,0,0,0,0,,
14,0.467,0,0,transition,unknown,55.53,,81.58,,3.32,,1,1,0,0,0,0,0,0,0,,
15,0.5,0,0,transition,unknown,53.03,,76.98,,0.95,,1,1,0,0,0,0,0,0,0,,
16,0.534,0,0,transition,unknown,48.6,,72.41,,1.06,,1,1,0,0,0,0,0,0,0,,
17,0.567,0,0,up,unknown,46.77,,68.28,,0.55,,1,1,0,0,0,0,0,0,0,,
18,0.601,0,0,up,unknown,45.45,,64.18,,0.21,,1,1,0,0,0,0,0,0,0,,
19,0.634,0,0,up,unknown,43.81,,60.24,,1.15,,1,1,0,0,0,0,0,0,0,,
20,0.667,0,0,up,unknown,40.86,,56.56,,1.76,,1,1,0,0,0,0,0,0,0,,
21,0.701,0,0,up,unknown,40.37,,53.35,,2.21,,1,1,0,0,0,0,0,0,0,,
22,0.734,0,0,up,unknown,40.67,,50.54,,3.5,,1,1,0,0,0,0,0,0,0,,
23,0.767,0,0,up,unknown,40.59,,48.2,,3.25,,1,1,0,0,0,0,0,0,0,,
24,0.801,0,0,up,unknown,38.76,,46.15,,2.25,,1,1,0,0,0,0,0,0,0,,
25,0.834,0,0,up,unknown,41.16,,44.64,,2.15,,1,1,0,0,0,0,0,0,0,,
26,0.867,0,0,up,unknown,41.95,,43.5,,3.07,,1,1,0,0,0,0,0,0,0,,
27,0.901,0,0,up,unknown,43.99,,42.75,,2.37,,1,1,0,0,0,0,0,0,0,,
28,0.934,0,0,up,unknown,46.08,,42.54,,2.46,,1,1,0,0,0,0,0,0,0,,
29,0.968,0,0,up,unknown,50.41,,42.84,,1.9,,1,1,0,0,0,0,0,0,0,,
30,1.001,0,0,transition,unknown,52.73,,43.45,,0.97,,1,1,0,0,0,0,0,0,0,,
31,1.034,0,0,transition,unknown,55.24,,44.4,,0.19,,1,1,0,0,0,0,0,0,0,,
32,1.068,0,0,transition,unknown,61.46,,46.12,,0.01,,1,1,0,0,0,0,0,0,0,,
33,1.101,0,0,transition,unknown,64.1,,48.09,,1.69,,1,1,0,0,0,0,0,0,0,,
34,1.134,0,0,transition,unknown,68.87,,50.44,,2.12,,1,1,0,0,0,0,0,0,0,,
35,1.168,0,0,transition,unknown,74.63,,53.28,,1.14,,1,1,0,0,0,0,0,0,0,,
36,1.201,0,0,transition,unknown,78.28,,56.57,,2.66,,1,1,0,0,0,0,0,0,0,,
37,1.234,0,0,transition,unknown,80.93,,59.89,,3.39,,1,1,0,0,0,0,0,0,0,,
38,1.268,0,0,transition,unknown,82.56,,63.27,,2.69,,1,1,0,0,0,0,0,0,0,,
39,1.301,0,0,transition,unknown,86.01,,66.77,,3.8,,1,1,0,0,0,0,0,0,0,,
40,1.335,0,0,transition,unknown,88.16,,70.28,,3.99,,1,1,0,0,0,0,0,0,0,,
41,1.368,0,0,transition,unknown,92.46,,73.78,,5.03,,1,1,0,0,0,0,0,0,0,,
42,1.401,0,0,transition,unknown,95.45,,77.34,,5.89,,1,1,0,0,0,0,0,0,0,,
43,1.435,0,0,transition,unknown,100.67,,81.13,,5.07,,1,1,0,0,0,0,0,0,0,,
44,1.468,0,0,transition,unknown,105.86,,84.83,,3.76,,1,1,0,0,0,0,0,0,0,,
45,1.501,0,0,transition,unknown,110.02,,88.66,,3.12,,1,1,0,0,0,0,0,0,0,,
46,1.535,0,0,transition,unknown,114.61,,92.47,,3.17,,1,1,0,0,0,0,0,0,0,,
47,1.568,0,0,transition,unknown,121.17,,96.35,,2.14,,1,1,0,0,0,0,0,0,0,,
48,1.601,0,0,transition,unknown,127.41,,100.44,,1.43,,1,1,0,0,0,0,0,0,0,,
49,1.635,0,0,transition,unknown,129.94,,104.53,,3.42,,1,1,0,0,0,0,0,0,0,,
50,1.668,0,0,transition,unknown,135.84,,108.97,,2.9,,1,1,0,0,0,0,0,0,0,,
51,1.702,0,0,transition,unknown,136.09,,113.14,,2.47,,1,1,0,0,0,0,0,0,0,,
52,1.735,0,0,transition,unknown,135.68,,117.1,,3.79,,1,1,0,0,0,0,0,0,0,,
53,1.768,0,0,transition,unknown,138.38,,120.93,,3.7,,1,1,0,0,0,0,0,0,0,,
54,1.802,0,0,transition,unknown,141.97,,124.8,,6.6,,1,1,0,0,0,0,0,0,0,,
55,1.835,0,0,transition,unknown,145.1,,128.51,,7.69,,1,1,0,0,0,0,0,0,0,,
56,1.868,0,0,transition,unknown,149.33,,132.13,,6.26,,1,1,0,0,0,0,0,0,0,,
57,1.902,0,0,transition,unknown,153.04,,135.71,,4.19,,1,1,0,0,0,0,0,0,0,,
58,1.935,0,0,transition,unknown,155.56,,139.13,,4.99,,1,1,0,0,0,0,0,0,0,,
59,1.968,0,0,transition,unknown,157.03,,142.11,,3.2,,1,1,0,0,0,0,0,0,0,,
60,2.002,0,0,transition,unknown,158.47,,144.7,,2.99,,1,1,0,0,0,0,0,0,0,,
61,2.035,0,0,transition,unknown,162.07,,147.38,,2.84,,1,1,0,0,0,0,0,0,0,,
62,2.069,0,0,down,unknown,165.35,,,,1.84,,1,1,0,0,0,0,0,0,0,,
63,2.102,0,0,down,unknown,166.98,,166.98,,2.72,,1,1,0,0,0,0,0,0,0,,
64,2.135,0,0,down,unknown,168.64,,167.81,,2.42,,1,1,0,0,0,0,0,0,0,,
65,2.169,0,0,down,unknown,168.1,,167.9,,3.12,,1,1,0,0,0,0,0,0,0,,
66,2.202,0,0,down,unknown,168.47,,168.05,,4.04,,1,1,0,0,0,0,0,0,0,,
67,2.235,0,0,down,unknown,170.96,,168.63,,3.26,,1,1,0,0,0,0,0,0,0,,
68,2.269,0,0,down,unknown,169.59,,168.79,,4.37,,1,1,0,0,0,0,0,0,0,,
69,2.302,0,0,down,unknown,170.03,,168.97,,4.11,,1,1,0,0,0,0,0,0,0,,
70,2.335,0,0,down,unknown,167.38,,168.77,,4.65,,1,1,0,0,0,0,0,0,0,,
71,2.369,0,0,down,unknown,166.58,,168.53,,3.97,,1,1,0,0,0,0,0,0,0,,
72,2.402,0,0,down,unknown,163.64,,168.04,,4.64,,1,1,0,0,0,0,0,0,0,,
73,2.436,0,0,down,unknown,157.44,,167.07,,5.8,,1,1,0,0,0,0,0,0,0,,
74,2.469,0,0,transition,unknown,156.98,,166.23,,4.31,,1,1,0,0,0,0,0,0,0,,
75,2.502,0,0,transition,unknown,152.64,,165.04,,5.73,,1,1,0,0,0,0,0,0,0,,
76,2.536,0,0,transition,unknown,149.55,,163.45,,6.05,,1,1,0,0,0,0,0,0,0,,
77,2.569,0,0,transition,unknown,146.83,,161.67,,6.49,,1,1,0,0,0,0,0,0,0,,
78,2.602,0,0,transition,unknown,143.22,,159.57,,7.65,,1,1,0,0,0,0,0,0,0,,
79,2.636,0,0,transition,unknown,139.67,,156.96,,7.03,,1,1,0,0,0,0,0,0,0,,
80,2.669,0,0,transition,unknown,135.46,,154.12,,4.68,,1,1,0,0,0,0,0,0,0,,
81,2.702,0,0,transition,unknown,128.9,,150.69,,5.49,,1,1,0,0,0,0,0,0,0,,
82,2.736,0,0,transition,unknown,123.03,,146.99,,5.24,,1,1,0,0,0,0,0,0,0,,
83,2.769,0,0,transition,unknown,115.33,,142.72,,5.06,,1,1,0,0,0,0,0,0,0,,
84,2.803,0,0,transition,unknown,109.39,,138.2,,3.6,,1,1,0,0,0,0,0,0,0,,
85,2.836,0,0,transition,unknown,105.29,,133.86,,4.61,,1,1,0,0,0,0,0,0,0,,
86,2.869,0,0,transition,unknown,100.43,,129.14,,2.22,,1,1,0,0,0,0,0,0,0,,
87,2.903,0,0,transition,unknown,95.6,,124.39,,0.93,,1,1,0,0,0,0,0,0,0,,
88,2.936,0,0,transition,unknown,91.03,,119.51,,0.8,,1,1,0,0,0,0,0,0,0,,
89,2.969,0,0,transition,unknown,86.54,,114.49,,0.34,,1,1,0,0,0,0,0,0,0,,
90,3.003,0,0,transition,unknown,80.63,,109.27,,0.81,,1,1,0,0,0,0,0,0,0,,
91,3.036,0,0,transition,unknown,75.65,,103.94,,0.78,,1,1,0,0,0,0,0,0,0,,
92,3.069,0,0,transition,unknown,71.49,,98.61,,2.45,,1,1,0,0,0,0,0,0,0,,
93,3.103,0,0,transition,unknown,67.07,,93.46,,3.69,,1,1,0,0,0,0,0,0,0,,
94,3.136,0,0,transition,unknown,62.83,,88.44,,4.51,,1,1,0,0,0,0,0,0,0,,
95,3.169,0,0,transition,unknown,58.6,,83.71,,4.28,,1,1,0,0,0,0,0,0,0,,
96,3.203,0,0,transition,unknown,56.01,,79.26,,5.27,,1,1,0,0,0,0,0,0,0,,
97,3.236,0,0,transition,unknown,54.28,,75.01,,6.29,,1,1,0,0,0,0,0,0,0,,
98,3.27,0,0,transition,unknown,51.75,,70.96,,4.74,,1,1,0,0,0,0,0,0,0,,
99,3.303,0,0,transition,unknown,49.48,,67.11,,4.25,,1,1,0,0,0,0,0,0,0,,
100,3.336,0,0,up,unknown,46.23,,63.38,,4.26,,1,1,0,0,0,0,0,0,0,,
101,3.37,0,0,up,unknown,44.34,,59.86,,4.7,,1,1,0,0,0,0,0,0,0,,
102,3.403,0,0,up,unknown,44.24,,56.83,,5.76,,1,1,0,0,0,0,0,0,0,,
103,3.436,0,0,up,unknown,44.45,,54.23,,6.15,,1,1,0,0,0,0,0,0,0,,
104,3.47,0,0,up,unknown,45.04,,52.03,,5.94,,1,1,0,0,0,0,0,0,0,,
105,3.503,0,0,up,unknown,48.46,,50.47,,7.07,,1,1,0,0,0,0,0,0,0,,
106,3.536,0,0,up,unknown,52.06,,49.58,,7.48,,1,1,0,0,0,0,0,0,0,,
107,3.57,0,0,transition,unknown,53.36,,49.14,,6.4,,1,1,0,0,0,0,0,0,0,,
108,3.603,0,0,transition,unknown,55.18,,49.07,,7.3,,1,1,0,0,0,0,0,0,0,,
109,3.637,0,0,transition,unknown,59.99,,49.55,,6.59,,1,1,0,0,0,0,0,0,0,,
110,3.67,0,0,transition,unknown,62.07,,50.41,,5.85,,1,1,0,0,0,0,0,0,0,,
111,3.703,0,0,transition,unknown,66.04,,51.79,,6.21,,1,1,0,0,0,0,0,0,0,,
112,3.737,0,0,transition,unknown,67.84,,53.59,,4.99,,1,1,0,0,0,0,0,0,0,,
113,3.77,0,0,transition,unknown,73.17,,55.99,,3.78,,1,1,0,0,0,0,0,0,0,,
114,3.803,0,0,transition,unknown,79.22,,58.91,,4.04,,1,1,0,0,0,0,0,0,0,,
115,3.837,0,0,transition,unknown,83.8,,62.19,,3.08,,1,1,0,0,0,0,0,0,0,,
116,3.87,0,0,transition,unknown,86.98,,65.68,,3.38,,1,1,0,0,0,0,0,0,0,,
117,3.903,0,0,transition,unknown,92.21,,69.33,,3.9,,1,1,0,0,0,0,0,0,0,,
118,3.937,0,0,transition,unknown,94.99,,72.91,,3.32,,1,1,0,0,0,0,0,0,0,,
119,3.97,0,0,transition,unknown,100.49,,76.83,,2.19,,1,1,0,0,0,0,0,0,0,,
120,4.004,0,0,transition,unknown,101.68,,80.71,,0.38,,1,1,0,0,0,0,0,0,0,,
121,4.037,0,0,transition,unknown,105.94,,84.54,,0.09,,1,1,0,0,0,0,0,0,0,,
122,4.07,0,0,transition,unknown,109.5,,88.49,,0.2,,1,1,0,0,0,0,0,0,0,,
123,4.104,0,0,transition,unknown,113.7,,92.46,,1.81,,1,1,0,0,0,0,0,0,0,,
124,4.137,0,0,transition,unknown,114.93,,96.39,,2.44,,1,1,0,0,0,0,0,0,0,,
125,4.17,0,0,transition,unknown,120.2,,100.3,,3.51,,1,1,0,0,0,0,0,0,0,,
126,4.204,0,0,transition,unknown,125.33,,104.15,,3.77,,1,1,0,0,0,0,0,0,0,,
127,4.237,0,0,transition,unknown,129.74,,107.97,,3.34,,1,1,0,0,0,0,0,0,0,,
128,4.27,0,0,transition,unknown,132.58,,111.77,,2.73,,1,1,0,0,0,0,0,0,0,,
129,4.304,0,0,transition,unknown,135.63,,115.39,,3.79,,1,1,0,0,0,0,0,0,0,,
130,4.337,0,0,transition,unknown,137.82,,118.96,,4.76,,1,1,0,0,0,0,0,0,0,,
131,4.371,0,0,transition,unknown,141.67,,122.39,,5.05,,1,1,0,0,0,0,0,0,0,,
132,4.404,0,0,transition,unknown,145.46,,126.04,,5.34,,1,1,0,0,0,0,0,0,0,,
133,4.437,0,0,transition,unknown,148.28,,129.57,,6.0,,1,1,0,0,0,0,0,0,0,,
134,4.471,0,0,transition,unknown,149.95,,132.94,,5.02,,1,1,0,0,0,0,0,0,0,,
135,4.504,0,0,transition,unknown,152.38,,136.16,,4.54,,1,1,0,0,0,0,0,0,0,,
136,4.537,0,0,transition,unknown,154.97,,139.5,,4.18,,1,1,0,0,0,0,0,0,0,,
137,4.571,0,0,transition,unknown,157.58,,142.62,,5.35,,1,1,0,0,0,0,0,0,0,,
138,4.604,0,0,transition,unknown,158.95,,145.42,,6.61,,1,1,0,0,0,0,0,0,0,,
139,4.637,0,0,transition,unknown,163.67,,148.25,,3.53,,1,1,0,0,0,0,0,0,0,,
140,4.671,1,0,down,unknown,162.94,,,,5.5,,1,1,1,0,1,0,0,0,1,,
141,4.704,1,0,down,unknown,164.24,,164.24,,6.39,,1,1,1,0,1,0,0,0,1,,
