frame,time_s,left_cycle_index,right_cycle_index,left_state,right_state,left_angle_raw_deg,right_angle_raw_deg,left_angle_smoothed_deg,right_angle_smoothed_deg,left_torso_arm_angle_deg,right_torso_arm_angle_deg,left_aligned,right_aligned,left_reps,right_reps,left_correct_reps,right_correct_reps,left_incorrect_reps,right_incorrect_reps,total_reps,left_last_rep_reasons,right_last_rep_reasons
1,0.033,0,0,unknown,unknown,6.45,36.09,6.45,36.09,17.57,14.86,1,1,0,0,0,0,0,0,0,,
2,0.067,0,0,up,up,2.8,38.61,4.63,37.35,16.96,17.23,1,1,0,0,0,0,0,0,0,,
3,0.1,0,0,up,up,5.69,39.75,4.98,38.15,18.48,15.75,1,1,0,0,0,0,0,0,0,,
4,0.133,0,0,up,up,6.72,42.32,5.42,39.19,18.39,17.06,1,1,0,0,0,0,0,0,0,,
5,0.167,0,0,up,up,9.71,48.29,6.27,41.01,20.04,16.39,1,1,0,0,0,0,0,0,0,,
6,0.2,0,0,up,up,17.81,,8.2,41.01,17.36,,1,1,0,0,0,0,0,0,0,,
7,0.234,0,0,up,up,23.73,,10.42,41.01,14.93,,1,1,0,0,0,0,0,0,0,,
8,0.267,0,0,up,up,26.18,,12.39,41.01,13.65,,1,1,0,0,0,0,0,0,0,,
9,0.3,0,0,up,up,28.13,,14.14,41.01,11.22,,1,1,0,0,0,0,0,0,0,,
10,0.334,0,0,up,up,31.51,,15.87,41.01,12.25,,1,1,0,0,0,0,0,0,0,,
11,0.367,0,0,up,up,38.19,,17.9,41.01,13.67,,1,1,0,0,0,0,0,0,0,,
12,0.4,0,0,up,up,40.64,,19.8,41.01,13.35,,1,1,0,0,0,0,0,0,0,,
13,0.434,0,0,up,up,48.0,,23.26,41.01,15.62,,1,1,0,0,0,0,0,0,0,,
14,0.467,0,0,up,up,52.97,,27.44,41.01,18.21,,1,1,0,0,0,0,0,0,0,,
15,0.501,0,0,transition,up,66.89,,32.54,41.01,16.27,,1,1,0,0,0,0,0,0,0,,
16,0.534,0,0,transition,up,80.19,,38.66,41.01,18.05,,1,1,0,0,0,0,0,0,0,,
17,0.567,0,0,transition,up,86.35,,45.05,41.01,18.28,,1,1,0,0,0,0,0,0,0,,
18,0.601,0,0,transition,up,107.05,,52.49,41.01,12.41,,1,1,0,0,0,0,0,0,0,,
19,0.634,0,0,transition,up,121.3,,60.62,41.01,15.23,,1,1,0,0,0,0,0,0,0,,
20,0.667,0,0,transition,up,128.35,,69.13,41.01,12.69,,1,1,0,0,0,0,0,0,0,,
21,0.701,0,0,transition,up,132.8,,77.85,41.01,13.88,,1,1,0,0,0,0,0,0,0,,
22,0.734,0,0,transition,up,145.62,,87.36,41.01,10.69,,1,1,0,0,0,0,0,0,0,,
23,0.767,0,0,transition,up,146.72,,96.41,41.01,12.6,,1,1,0,0,0,0,0,0,0,,
24,0.801,0,0,transition,up,151.23,,105.62,41.01,11.5,,1,1,0,0,0,0,0,0,0,,
25,0.834,0,0,transition,up,152.93,,114.37,41.01,11.12,,1,1,0,0,0,0,0,0,0,,
26,0.868,0,0,transition,up,155.62,,122.92,41.01,11.7,,1,1,0,0,0,0,0,0,0,,
