frame,time_s,left_cycle_index,right_cycle_index,left_state,right_state,left_angle_raw_deg,right_angle_raw_deg,left_angle_smoothed_deg,right_angle_smoothed_deg,left_torso_arm_angle_deg,right_torso_arm_angle_deg,left_aligned,right_aligned,left_reps,right_reps,left_correct_reps,right_correct_reps,left_incorrect_reps,right_incorrect_reps,total_reps,left_last_rep_reasons,right_last_rep_reasons
1,0.04,0,0,unknown,unknown,108.71,,108.71,,5.4,,1,1,0,0,0,0,0,0,0,,
2,0.08,0,0,transition,unknown,102.41,,105.56,,6.64,,1,1,0,0,0,0,0,0,0,,
3,0.12,0,0,transition,unknown,96.0,,102.37,,7.49,,1,1,0,0,0,0,0,0,0,,
4,0.16,0,0,transition,unknown,84.92,,98.01,,9.76,,1,1,0,0,0,0,0,0,0,,
5,0.2,0,0,transition,unknown,80.04,,94.42,,10.81,,1,1,0,0,0,0,0,0,0,,
6,0.24,0,0,transition,unknown,74.87,,91.16,,12.77,,1,1,0,0,0,0,0,0,0,,
7,0.28,0,0,transition,unknown,63.23,,87.17,,12.97,,1,1,0,0,0,0,0,0,0,,
8,0.32,0,0,transition,unknown,56.07,,83.28,,14.54,,1,1,0,0,0,0,0,0,0,,
9,0.36,0,0,transition,unknown,51.03,,79.7,,14.21,,1,1,0,0,0,0,0,0,0,,
10,0.4,0,0,transition,unknown,44.34,,76.16,,14.49,,1,1,0,0,0,0,0,0,0,,
11,0.44,0,0,up,unknown,40.26,,72.9,,15.32,,1,1,0,0,0,0,0,0,0,,
12,0.48,0,0,up,unknown,38.91,,70.07,,13.83,,1,1,0,0,0,0,0,0,0,,
13,0.52,0,0,up,unknown,38.74,,64.23,,14.15,,1,1,0,0,0,0,0,0,0,,
14,0.56,0,0,up,unknown,38.25,,58.89,,12.64,,1,1,0,0,0,0,0,0,0,,
15,0.6,0,0,up,unknown,37.58,,54.02,,11.11,,1,1,0,0,0,0,0,0,0,,
16,0.64,0,0,up,unknown,40.0,,50.28,,11.87,,1,1,0,0,0,0,0,0,0,,
17,0.68,0,0,up,unknown,39.16,,46.87,,10.04,,1,1,0,0,0,0,0,0,0,,
18,0.72,0,0,up,unknown,43.32,,44.24,,11.53,,1,1,0,0,0,0,0,0,0,,
19,0.76,0,0,up,unknown,50.32,,43.17,,11.94,,1,1,0,0,0,0,0,0,0,,
20,0.8,0,0,transition,unknown,53.46,,42.95,,10.32,,1,1,0,0,0,0,0,0,0,,
21,0.84,0,0,transition,unknown,61.62,,43.83,,10.98,,1,1,0,0,0,0,0,0,0,,
22,0.88,0,0,transition,unknown,67.35,,45.75,,11.3,,1,1,0,0,0,0,0,0,0,,
23,0.92,0,0,transition,unknown,72.24,,48.41,,9.26,,1,1,0,0,0,0,0,0,0,,
24,0.96,0,0,transition,unknown,76.86,,51.58,,9.35,,1,1,0,0,0,0,0,0,0,,
25,1.0,0,0,transition,unknown,81.82,,55.17,,8.53,,1,1,0,0,0,0,0,0,0,,
26,1.04,0,0,transition,unknown,85.08,,59.07,,8.11,,1,1,0,0,0,0,0,0,0,,
27,1.08,0,0,transition,unknown,88.28,,63.29,,7.67,,1,1,0,0,0,0,0,0,0,,
28,1.12,0,0,transition,unknown,91.19,,67.56,,6.7,,1,1,0,0,0,0,0,0,0,,
29,1.16,0,0,transition,unknown,94.56,,72.18,,6.07,,1,1,0,0,0,0,0,0,0,,
30,1.2,0,0,transition,unknown,101.55,,77.03,,6.01,,1,1,0,0,0,0,0,0,0,,
31,1.24,0,0,transition,unknown,104.84,,81.57,,5.57,,1,1,0,0,0,0,0,0,0,,
32,1.28,0,0,transition,unknown,111.86,,86.44,,6.34,,1,1,0,0,0,0,0,0,0,,
33,1.32,0,0,transition,unknown,118.02,,91.14,,6.2,,1,1,0,0,0,0,0,0,0,,
34,1.36,0,0,transition,unknown,121.17,,95.62,,4.98,,1,1,0,0,0,0,0,0,0,,
35,1.4,0,0,transition,unknown,126.07,,100.11,,5.19,,1,1,0,0,0,0,0,0,0,,
36,1.44,0,0,transition,unknown,130.98,,104.62,,4.61,,1,1,0,0,0,0,0,0,0,,
37,1.48,0,0,transition,unknown,133.61,,108.93,,3.25,,1,1,0,0,0,0,0,0,0,,
38,1.52,0,0,transition,unknown,138.55,,113.39,,3.27,,1,1,0,0,0,0,0,0,0,,
39,1.56,0,0,transition,unknown,142.22,,117.89,,3.01,,1,1,0,0,0,0,0,0,0,,
40,1.6,0,0,transition,unknown,143.77,,122.27,,2.22,,1,1,0,0,0,0,0,0,0,,
41,1.64,0,0,transition,unknown,147.01,,126.64,,2.25,,1,1,0,0,0,0,0,0,0,,
42,1.68,0,0,transition,unknown,150.34,,130.7,,1.87,,1,1,0,0,0,0,0,0,0,,
43,1.72,0,0,transition,unknown,151.4,,134.58,,1.89,,1,1,0,0,0,0,0,0,0,,
44,1.76,0,0,transition,unknown,151.84,,137.92,,0.14,,1,1,0,0,0,0,0,0,0,,
45,1.8,0,0,transition,unknown,154.62,,140.97,,0.14,,1,1,0,0,0,0,0,0,0,,
46,1.84,0,0,transition,unknown,155.33,,143.81,,0.16,,1,1,0,0,0,0,0,0,0,,
47,1.88,0,0,transition,unknown,156.54,,146.35,,0.9,,1,1,0,0,0,0,0,0,0,,
48,1.92,0,0,transition,unknown,155.69,,148.41,,1.41,,1,1,0,0,0,0,0,0,0,,
49,1.96,0,0,transition,unknown,153.81,,150.09,,3.1,,0,1,0,0,0,0,0,0,0,,
