frame,time_s,left_cycle_index,right_cycle_index,left_state,right_state,left_angle_raw_deg,right_angle_raw_deg,left_angle_smoothed_deg,right_angle_smoothed_deg,left_torso_arm_angle_deg,right_torso_arm_angle_deg,left_aligned,right_aligned,left_reps,right_reps,left_correct_reps,right_correct_reps,left_incorrect_reps,right_incorrect_reps,total_reps,left_last_rep_reasons,right_last_rep_reasons
1,0.033,0,0,unknown,unknown,176.46,173.75,,,15.72,16.39,1,1,0,0,0,0,0,0,0,,
2,0.067,0,0,unknown,unknown,173.45,175.98,,,16.14,14.47,1,1,0,0,0,0,0,0,0,,
3,0.1,0,0,unknown,unknown,172.08,176.4,,,15.78,13.13,1,1,0,0,0,0,0,0,0,,
4,0.133,0,0,unknown,unknown,174.11,178.21,,,15.11,13.61,1,1,0,0,0,0,0,0,0,,
5,0.167,0,0,unknown,unknown,175.41,179.64,,,14.48,14.05,1,1,0,0,0,0,0,0,0,,
6,0.2,0,0,unknown,unknown,175.85,176.73,,,14.35,13.99,1,1,0,0,0,0,0,0,0,,
7,0.234,0,0,unknown,unknown,175.93,179.84,,,14.66,13.44,1,1,0,0,0,0,0,0,0,,
8,0.267,0,0,unknown,unknown,176.56,176.4,,,14.49,12.98,1,1,0,0,0,0,0,0,0,,
9,0.3,0,0,unknown,unknown,176.6,177.26,,,14.99,13.62,1,1,0,0,0,0,0,0,0,,
10,0.334,0,0,unknown,unknown,177.67,179.3,,,15.16,13.72,1,1,0,0,0,0,0,0,0,,
11,0.367,0,0,unknown,unknown,179.63,179.44,,,14.87,13.65,1,1,0,0,0,0,0,0,0,,
12,0.4,0,0,unknown,unknown,179.29,175.28,,,14.56,14.46,1,1,0,0,0,0,0,0,0,,
13,0.434,0,0,unknown,unknown,177.16,178.49,,178.49,14.28,16.68,1,1,0,0,0,0,0,0,0,,
14,0.467,0,0,unknown,unknown,177.61,178.52,177.61,178.5,16.49,15.39,1,1,0,0,0,0,0,0,0,,
15,0.501,0,0,unknown,down,174.63,177.59,176.12,178.2,15.05,15.34,1,1,0,0,0,0,0,0,0,,
16,0.534,0,0,down,down,175.0,177.37,175.75,177.99,17.77,14.96,1,1,0,0,0,0,0,0,0,,
17,0.567,0,0,down,down,171.74,169.03,174.75,176.2,16.65,14.5,1,1,0,0,0,0,0,0,0,,
18,0.601,0,0,down,down,173.28,165.8,174.45,174.47,17.97,16.83,1,1,0,0,0,0,0,0,0,,
