frame,time_s,left_cycle_index,right_cycle_index,left_state,right_state,left_angle_raw_deg,right_angle_raw_deg,left_angle_smoothed_deg,right_angle_smoothed_deg,left_torso_arm_angle_deg,right_torso_arm_angle_deg,left_aligned,right_aligned,left_reps,right_reps,left_correct_reps,right_correct_reps,left_incorrect_reps,right_incorrect_reps,total_reps,left_last_rep_reasons,right_last_rep_reasons
1,0.033,0,0,unknown,unknown,162.46,167.84,162.46,,6.48,0.45,1,1,0,0,0,0,0,0,0,,
2,0.067,0,0,down,unknown,168.36,171.83,165.41,,11.12,7.96,1,1,0,0,0,0,0,0,0,,
3,0.1,0,0,down,unknown,166.19,158.69,165.67,,10.52,7.0,1,1,0,0,0,0,0,0,0,,
4,0.133,0,0,down,unknown,164.39,165.2,165.35,,11.94,7.69,1,1,0,0,0,0,0,0,0,,
5,0.167,0,0,down,unknown,164.04,168.29,165.09,,10.68,5.28,1,1,0,0,0,0,0,0,0,,
6,0.2,0,0,down,unknown,161.16,140.63,164.43,,13.28,10.29,1,1,0,0,0,0,0,0,0,,
7,0.234,0,0,down,unknown,158.52,166.37,163.59,,14.88,7.92,1,1,0,0,0,0,0,0,0,,
8,0.267,0,0,transition,unknown,155.88,164.21,162.63,,15.8,7.04,1,1,0,0,0,0,0,0,0,,
9,0.3,0,0,transition,unknown,154.27,123.89,161.7,,15.68,16.68,1,1,0,0,0,0,0,0,0,,
10,0.334,0,0,transition,unknown,151.56,127.67,160.68,,15.73,15.19,1,1,0,0,0,0,0,0,0,,
11,0.367,0,0,transition,unknown,147.31,86.84,159.47,,18.06,17.18,1,1,0,0,0,0,0,0,0,,
12,0.4,0,0,transition,unknown,145.25,71.98,158.28,,15.97,13.31,1,1,0,0,0,0,0,0,0,,
13,0.434,0,0,transition,unknown,145.28,132.3,156.85,,13.79,15.07,1,1,0,0,0,0,0,0,0,,
14,0.467,0,0,transition,unknown,141.06,157.34,154.58,,13.17,0.43,1,1,0,0,0,0,0,0,0,,
15,0.5,0,0,transition,unknown,136.23,154.94,152.08,,17.39,0.2,1,1,0,0,0,0,0,0,0,,
16,0.534,0,0,transition,unknown,131.98,156.45,149.38,,13.04,0.39,1,1,0,0,0,0,0,0,0,,
17,0.567,0,0,transition,unknown,129.02,150.61,146.46,,12.41,0.95,1,1,0,0,0,0,0,0,0,,
18,0.601,0,0,transition,unknown,123.14,137.64,143.29,,12.35,1.51,1,1,0,0,0,0,0,0,0,,
19,0.634,0,0,transition,unknown,115.5,134.35,139.71,,12.62,2.35,1,1,0,0,0,0,0,0,0,,
20,0.667,0,0,transition,unknown,111.85,139.12,136.04,,8.81,1.2,1,1,0,0,0,0,0,0,0,,
21,0.701,0,0,transition,unknown,105.71,116.03,131.99,,6.73,0.71,1,1,0,0,0,0,0,0,0,,
22,0.734,0,0,transition,unknown,98.98,107.88,127.61,,4.25,2.09,1,1,0,0,0,0,0,0,0,,
23,0.767,0,0,transition,unknown,93.83,111.11,123.15,,5.13,6.35,1,1,0,0,0,0,0,0,0,,
24,0.801,0,0,transition,unknown,88.42,101.98,118.42,,4.87,4.99,1,1,0,0,0,0,0,0,0,,
25,0.834,0,0,transition,unknown,81.66,96.1,113.12,,3.07,5.62,1,1,0,0,0,0,0,0,0,,
26,0.867,0,0,transition,unknown,78.79,91.43,107.93,,1.43,9.66,1,1,0,0,0,0,0,0,0,,
27,0.901,0,0,transition,unknown,77.16,92.62,103.0,,1.82,11.32,1,1,0,0,0,0,0,0,0,,
28,0.934,0,0,transition,unknown,70.84,88.81,97.91,,2.44,15.36,1,1,0,0,0,0,0,0,0,,
29,0.968,0,0,transition,unknown,65.93,101.49,92.65,,3.56,19.01,1,0,0,0,0,0,0,0,0,,
30,1.001,0,0,transition,unknown,59.83,98.2,87.38,,4.94,15.17,1,1,0,0,0,0,0,0,0,,
31,1.034,0,0,transition,unknown,56.3,97.31,82.44,,7.33,15.6,0,1,0,0,0,0,0,0,0,,
32,1.068,0,0,transition,unknown,54.2,89.27,77.64,,7.55,23.38,0,0,0,0,0,0,0,0,0,,
33,1.101,0,0,transition,unknown,50.8,89.87,73.06,,9.72,25.35,0,0,0,0,0,0,0,0,0,,
34,1.134,0,0,transition,unknown,48.74,77.55,68.87,,11.68,24.24,0,0,0,0,0,0,0,0,0,,
35,1.168,0,0,up,unknown,46.01,80.44,64.89,,14.09,32.33,0,0,0,0,0,0,0,0,0,,
36,1.201,0,0,up,unknown,45.87,87.34,61.34,,15.8,43.02,0,0,0,0,0,0,0,0,0,,
37,1.234,0,0,up,unknown,41.79,92.2,58.02,,17.23,41.76,0,0,0,0,0,0,0,0,0,,
38,1.268,0,0,up,unknown,40.16,59.01,54.8,,19.75,33.14,0,0,0,0,0,0,0,0,0,,
39,1.301,0,0,up,unknown,39.73,55.27,51.68,,20.32,34.54,0,0,0,0,0,0,0,0,0,,
40,1.335,0,0,up,unknown,40.67,35.36,49.17,,21.17,22.18,0,0,0,0,0,0,0,0,0,,
41,1.368,0,0,up,unknown,38.98,38.89,46.92,,20.82,21.83,0,0,0,0,0,0,0,0,0,,
42,1.401,0,0,up,unknown,39.49,41.15,45.23,,21.39,22.8,0,0,0,0,0,0,0,0,0,,
43,1.435,0,0,up,unknown,37.85,33.59,43.69,,19.83,18.48,0,1,0,0,0,0,0,0,0,,
44,1.468,0,0,up,unknown,36.21,27.15,42.19,,20.41,12.69,0,1,0,0,0,0,0,0,0,,
45,1.501,0,0,up,unknown,37.75,24.54,41.1,,20.3,7.93,0,1,0,0,0,0,0,0,0,,
46,1.535,0,0,up,unknown,39.04,38.51,40.3,,18.92,23.68,0,0,0,0,0,0,0,0,0,,
47,1.568,0,0,up,unknown,38.78,41.88,39.69,,18.33,21.77,0,0,0,0,0,0,0,0,0,,
48,1.601,0,0,up,unknown,40.94,50.18,39.28,,18.75,25.5,0,0,0,0,0,0,0,0,0,,
49,1.635,0,0,up,unknown,42.94,80.26,39.38,,18.14,38.38,0,0,0,0,0,0,0,0,0,,
50,1.668,0,0,up,unknown,44.4,79.8,39.73,,17.01,40.61,0,0,0,0,0,0,0,0,0,,
51,1.702,0,0,up,unknown,43.72,95.49,40.06,,14.31,36.01,0,0,0,0,0,0,0,0,0,,
52,1.735,0,0,up,unknown,44.93,93.95,40.42,,12.73,32.12,0,0,0,0,0,0,0,0,0,,
53,1.768,0,0,up,unknown,47.88,132.18,41.16,,11.64,39.74,0,0,0,0,0,0,0,0,0,,
54,1.802,0,0,up,unknown,49.39,101.54,41.98,,10.75,26.02,0,0,0,0,0,0,0,0,0,,
55,1.835,0,0,up,unknown,52.5,73.05,43.21,,10.68,16.59,0,0,0,0,0,0,0,0,0,,
