arm,rep_start_time,rep_end_time,video_id,athlete_id,rom_deg_z,rom_deficit,torso_violation_pct_logit_z,align_off_pct_logit_z,tempo_asymmetry_logit_z,tempo_up_s_log1p_z,tempo_down_s_log1p_z,roughness_log1p_z,shoulder_drift_norm_log1p_z,lost_pose_any,tempo_total_log1p_z,speed_up_log1p_z,speed_down_log1p_z,fps_ok
left,1.535,3.336,1,1,0.8165285427939367,0.0,3.1819805153394642,-2.8479167662143605,4.406363974468896,-6.599734561660335,3.252433047665313,0.3995947682784694,2.7699785602242986,0.0,-0.9671945857305351,11.285598661105597,-2.199111518016791,1.0
left,3.67,6.439,1,1,-0.6744907594765952,0.0,0.0,-1.0732050120127545,0.0,-0.17418548729795752,0.0,0.6744907594765952,1.5532355406197487,0.0,0.21706034051321282,-0.055760034362905546,-0.08675851493702133,1.0
left,6.773,9.275,1,1,0.13935089348959986,0.0,0.0,-0.0054067867039176605,-2.6894306642578165,-0.7201189635464275,-1.138709360728708,0.36873332440818757,0.0,0.0,-0.6744907594765952,0.6744907594765952,1.3774181603977351,1.0
left,9.609,12.144,1,1,0.9450634018536126,0.0,0.0,-1.0392538817932362,0.9092649577499943,-1.2955604028932526,-0.6744907594765952,0.0,-0.24330727059217658,0.0,-0.7945054160011519,1.4599562977075826,1.262666805799263,1.0
left,12.578,15.014,1,1,-1.0949765792252752,0.0,0.0,0.15034479836298287,-0.099746309466849,0.8271046120885844,0.44026452747897576,1.0386792712023325,2.02792567236026,0.0,1.0323119443078126,-1.007963645623329,-0.6744907594765952,1.0
right,3.537,6.473,1,1,-0.686489115239157,0.0,0.0,0.0,-0.6744907594765952,0.6744907594765952,0.44026452747897576,-0.8277397288957262,-0.009613476180530713,0.0,0.939625573382947,-0.7630282355014006,-0.4973366298287463,1.0
right,6.74,9.275,1,1,-0.5241150400349809,0.0,0.0,0.6744907594765952,0.0393753446375471,0.0,-0.6744907594765952,-0.7126222303009597,-0.7061150048636315,0.0,0.0,-0.158967819126517,0.624666122130504,1.0
right,9.542,12.178,1,1,0.0,0.0,0.0,0.6577909398644922,-0.013812663979461364,4.729030438282495e-15,0.2219135164008376,-0.7730172224446379,-0.10109356979359403,0.0,0.42943127701465883,0.0,0.0,1.0
right,12.511,14.814,1,1,0.16434474520089315,0.0,0.0,1.073230229646475,1.1818607826624106,0.005234126357449497,-1.8134329240419522,-0.6397197986901023,0.6744907594765952,0.0,-0.5282320967564048,0.04541074219776593,2.0966110526610473,1.0
