frame,time_s,left_cycle_index,right_cycle_index,left_state,right_state,left_angle_raw_deg,right_angle_raw_deg,left_angle_smoothed_deg,right_angle_smoothed_deg,left_torso_arm_angle_deg,right_torso_arm_angle_deg,left_aligned,right_aligned,left_reps,right_reps,left_correct_reps,right_correct_reps,left_incorrect_reps,right_incorrect_reps,total_reps,left_last_rep_reasons,right_last_rep_reasons
1,0.033,0,0,unknown,unknown,162.31,,162.31,,3.62,,1,1,0,0,0,0,0,0,0,,
2,0.067,0,0,down,unknown,163.41,,162.86,,1.51,,1,1,0,0,0,0,0,0,0,,
3,0.1,0,0,down,unknown,163.56,,163.09,,1.27,,1,1,0,0,0,0,0,0,0,,
4,0.133,0,0,down,unknown,163.87,,163.29,,1.58,,1,1,0,0,0,0,0,0,0,,
5,0.167,0,0,down,unknown,162.17,,163.06,,2.19,,1,1,0,0,0,0,0,0,0,,
6,0.2,0,0,down,unknown,162.66,,163.0,,2.2,,1,1,0,0,0,0,0,0,0,,
7,0.233,0,0,down,unknown,161.74,,162.82,,2.35,,1,1,0,0,0,0,0,0,0,,
8,0.267,0,0,down,unknown,162.04,,162.72,,2.23,,1,1,0,0,0,0,0,0,0,,
9,0.3,0,0,down,unknown,161.82,,162.62,,2.12,,1,1,0,0,0,0,0,0,0,,
10,0.333,0,0,down,unknown,161.74,,162.53,,2.1,,1,1,0,0,0,0,0,0,0,,
11,0.367,0,0,down,unknown,162.29,,162.51,,2.05,,1,1,0,0,0,0,0,0,0,,
12,0.4,0,0,down,unknown,162.21,,162.49,,2.17,,1,1,0,0,0,0,0,0,0,,
13,0.433,0,0,down,unknown,162.05,,162.46,,2.74,,1,1,0,0,0,0,0,0,0,,
14,0.467,0,0,down,unknown,161.54,,162.31,,3.02,,1,1,0,0,0,0,0,0,0,,
15,0.5,0,0,down,unknown,161.99,,162.18,,2.76,,1,1,0,0,0,0,0,0,0,,
16,0.533,0,0,down,unknown,161.81,,162.01,,2.82,,1,1,0,0,0,0,0,0,0,,
17,0.567,0,0,down,unknown,161.61,,161.96,,2.99,,1,1,0,0,0,0,0,0,0,,
18,0.6,0,0,down,unknown,161.67,,161.88,,2.81,,1,1,0,0,0,0,0,0,0,,
19,0.633,0,0,down,unknown,161.2,,161.83,,3.29,,1,1,0,0,0,0,0,0,0,,
20,0.667,0,0,down,unknown,160.27,,161.68,,4.13,,1,1,0,0,0,0,0,0,0,,
21,0.7,0,0,down,unknown,159.29,,161.47,,5.06,,1,1,0,0,0,0,0,0,0,,
22,0.733,0,0,down,unknown,160.14,,161.34,,3.99,,1,1,0,0,0,0,0,0,0,,
23,0.767,0,0,down,unknown,161.63,,161.28,,2.97,,1,1,0,0,0,0,0,0,0,,
24,0.8,0,0,down,unknown,163.88,,161.42,,2.23,,1,1,0,0,0,0,0,0,0,,
25,0.833,0,0,down,unknown,164.73,,161.65,,1.71,,1,1,0,0,0,0,0,0,0,,
26,0.867,0,0,down,unknown,165.49,,161.98,,1.29,,1,1,0,0,0,0,0,0,0,,
27,0.9,0,0,down,unknown,165.12,,162.24,,1.23,,1,1,0,0,0,0,0,0,0,,
28,0.933,0,0,down,unknown,164.98,,162.5,,1.12,,1,1,0,0,0,0,0,0,0,,
29,0.967,0,0,down,unknown,163.6,,162.67,,1.96,,1,1,0,0,0,0,0,0,0,,
30,1.0,0,0,down,unknown,163.05,,162.78,,1.99,,1,1,0,0,0,0,0,0,0,,
31,1.033,0,0,down,unknown,163.36,,162.96,,1.67,,1,1,0,0,0,0,0,0,0,,
32,1.067,0,0,down,unknown,163.52,,163.23,,1.59,,1,1,0,0,0,0,0,0,0,,
33,1.1,0,0,down,unknown,162.83,,163.53,,2.1,,1,1,0,0,0,0,0,0,0,,
34,1.133,0,0,down,unknown,162.03,,163.68,,2.11,,1,1,0,0,0,0,0,0,0,,
35,1.167,0,0,down,unknown,162.53,,163.76,,1.98,,1,1,0,0,0,0,0,0,0,,
36,1.2,0,0,down,unknown,162.53,,163.65,,1.99,,1,1,0,0,0,0,0,0,0,,
37,1.233,0,0,down,unknown,162.71,,163.48,,1.81,,1,1,0,0,0,0,0,0,0,,
38,1.267,0,0,down,unknown,162.71,,163.25,,1.82,,1,1,0,0,0,0,0,0,0,,
39,1.3,0,0,down,unknown,163.08,,163.08,,1.82,,1,1,0,0,0,0,0,0,0,,
40,1.333,0,0,down,unknown,162.13,,162.84,,2.57,,1,1,0,0,0,0,0,0,0,,
41,1.367,0,0,down,unknown,162.31,,162.73,,2.38,,1,1,0,0,0,0,0,0,0,,
42,1.4,0,0,down,unknown,161.8,,162.63,,2.89,,1,1,0,0,0,0,0,0,0,,
43,1.433,0,0,down,unknown,159.0,,162.27,,5.03,,1,1,0,0,0,0,0,0,0,,
44,1.467,0,0,down,unknown,153.5,,161.43,,7.08,,1,1,0,0,0,0,0,0,0,,
45,1.5,0,0,transition,unknown,148.64,,160.25,,8.67,,1,1,0,0,0,0,0,0,0,,
46,1.533,0,0,transition,unknown,145.27,,158.85,,9.22,,1,1,0,0,0,0,0,0,0,,
47,1.567,0,0,transition,unknown,144.51,,157.35,,9.72,,1,1,0,0,0,0,0,0,0,,
48,1.6,0,0,transition,unknown,141.25,,155.58,,10.55,,1,1,0,0,0,0,0,0,0,,
49,1.633,0,0,transition,unknown,136.68,,153.41,,12.53,,1,1,0,0,0,0,0,0,0,,
50,1.667,0,0,transition,unknown,134.35,,151.04,,14.86,,1,1,0,0,0,0,0,0,0,,
51,1.7,0,0,transition,unknown,128.89,,148.19,,15.14,,1,1,0,0,0,0,0,0,0,,
52,1.733,0,0,transition,unknown,126.38,,145.21,,16.57,,1,1,0,0,0,0,0,0,0,,
53,1.767,0,0,transition,unknown,125.64,,142.16,,15.85,,1,1,0,0,0,0,0,0,0,,
54,1.8,0,0,transition,unknown,122.86,,138.91,,15.94,,1,1,0,0,0,0,0,0,0,,
55,1.833,0,0,transition,unknown,106.58,,134.55,,12.19,,1,1,0,0,0,0,0,0,0,,
56,1.867,0,0,transition,unknown,99.74,,130.07,,11.01,,1,1,0,0,0,0,0,0,0,,
57,1.9,0,0,transition,unknown,96.32,,125.71,,9.29,,1,1,0,0,0,0,0,0,0,,
58,1.933,0,0,transition,unknown,85.2,,120.7,,7.58,,1,1,0,0,0,0,0,0,0,,
59,1.967,0,0,transition,unknown,83.84,,115.64,,7.26,,1,1,0,0,0,0,0,0,0,,
60,2.0,0,0,transition,unknown,76.1,,110.21,,5.75,,1,1,0,0,0,0,0,0,0,,
61,2.033,0,0,transition,unknown,72.41,,104.86,,3.9,,1,1,0,0,0,0,0,0,0,,
62,2.067,0,0,transition,unknown,64.82,,99.06,,0.2,,1,1,0,0,0,0,0,0,0,,
63,2.1,0,0,transition,unknown,57.59,,93.12,,1.13,,1,1,0,0,0,0,0,0,0,,
64,2.133,0,0,transition,unknown,50.37,,86.79,,5.14,,1,1,0,0,0,0,0,0,0,,
65,2.167,0,0,transition,unknown,51.19,,80.59,,5.15,,1,1,0,0,0,0,0,0,0,,
66,2.2,0,0,transition,unknown,49.88,,74.5,,9.18,,0,1,0,0,0,0,0,0,0,,
67,2.233,0,0,up,unknown,43.1,,69.21,,14.36,,0,1,0,0,0,0,0,0,0,,
68,2.267,0,0,up,unknown,41.99,,64.4,,16.3,,0,1,0,0,0,0,0,0,0,,
69,2.3,0,0,up,unknown,41.26,,59.81,,17.33,,0,1,0,0,0,0,0,0,0,,
70,2.333,0,0,up,unknown,40.25,,56.07,,17.6,,0,1,0,0,0,0,0,0,0,,
71,2.367,0,0,up,unknown,40.67,,52.47,,17.12,,0,1,0,0,0,0,0,0,0,,
72,2.4,0,0,up,unknown,40.12,,49.47,,18.99,,0,1,0,0,0,0,0,0,0,,
73,2.433,0,0,up,unknown,38.7,,46.66,,18.01,,0,1,0,0,0,0,0,0,0,,
74,2.467,0,0,up,unknown,38.96,,44.51,,19.17,,0,1,0,0,0,0,0,0,0,,
75,2.5,0,0,up,unknown,39.44,,42.99,,19.58,,0,1,0,0,0,0,0,0,0,,
76,2.533,0,0,up,unknown,38.3,,41.99,,20.51,,0,1,0,0,0,0,0,0,0,,
77,2.567,0,0,up,unknown,37.61,,40.86,,20.78,,0,1,0,0,0,0,0,0,0,,
78,2.6,0,0,up,unknown,37.15,,39.8,,21.17,,0,1,0,0,0,0,0,0,0,,
79,2.633,0,0,up,unknown,36.79,,39.27,,20.68,,0,1,0,0,0,0,0,0,0,,
80,2.667,0,0,up,unknown,37.62,,38.91,,20.18,,0,1,0,0,0,0,0,0,0,,
81,2.7,0,0,up,unknown,38.18,,38.65,,17.8,,0,1,0,0,0,0,0,0,0,,
82,2.733,0,0,up,unknown,38.58,,38.51,,16.43,,0,1,0,0,0,0,0,0,0,,
83,2.767,0,0,up,unknown,38.68,,38.34,,16.87,,0,1,0,0,0,0,0,0,0,,
84,2.8,0,0,up,unknown,39.77,,38.31,,16.07,,0,1,0,0,0,0,0,0,0,,
85,2.833,0,0,up,unknown,40.56,,38.47,,13.52,,0,1,0,0,0,0,0,0,0,,
86,2.867,0,0,up,unknown,42.34,,38.75,,12.17,,0,1,0,0,0,0,0,0,0,,
87,2.9,0,0,up,unknown,44.94,,39.21,,11.03,,0,1,0,0,0,0,0,0,0,,
88,2.933,0,0,up,unknown,47.25,,39.95,,8.18,,0,1,0,0,0,0,0,0,0,,
89,2.967,0,0,up,unknown,47.19,,40.75,,8.14,,0,1,0,0,0,0,0,0,0,,
90,3.0,0,0,up,unknown,47.93,,41.65,,5.1,,0,1,0,0,0,0,0,0,0,,
91,3.033,0,0,up,unknown,53.34,,43.03,,2.64,,1,1,0,0,0,0,0,0,0,,
92,3.067,0,0,up,unknown,58.3,,44.75,,1.07,,1,1,0,0,0,0,0,0,0,,
93,3.1,0,0,transition,unknown,65.18,,47.0,,0.53,,1,1,0,0,0,0,0,0,0,,
94,3.133,0,0,transition,unknown,65.58,,49.25,,1.99,,1,1,0,0,0,0,0,0,0,,
95,3.167,0,0,transition,unknown,65.21,,51.47,,1.72,,1,1,0,0,0,0,0,0,0,,
96,3.2,0,0,transition,unknown,68.15,,53.83,,4.55,,1,1,0,0,0,0,0,0,0,,
97,3.233,0,0,transition,unknown,69.8,,56.27,,6.46,,1,1,0,0,0,0,0,0,0,,
98,3.267,0,0,transition,unknown,70.17,,58.59,,8.27,,1,1,0,0,0,0,0,0,0,,
99,3.3,0,0,transition,unknown,72.55,,60.89,,9.86,,1,1,0,0,0,0,0,0,0,,
100,3.333,0,0,transition,unknown,71.73,,62.93,,10.29,,1,1,0,0,0,0,0,0,0,,
101,3.367,0,0,transition,unknown,74.57,,65.21,,10.51,,1,1,0,0,0,0,0,0,0,,
102,3.4,0,0,transition,unknown,75.35,,67.49,,12.0,,1,1,0,0,0,0,0,0,0,,
103,3.433,0,0,transition,unknown,88.47,,70.42,,12.63,,1,1,0,0,0,0,0,0,0,,
104,3.467,0,0,transition,unknown,90.77,,73.13,,13.16,,1,1,0,0,0,0,0,0,0,,
105,3.5,0,0,transition,unknown,94.09,,75.54,,14.43,,1,1,0,0,0,0,0,0,0,,
106,3.533,0,0,transition,unknown,98.66,,78.29,,14.59,,1,1,0,0,0,0,0,0,0,,
107,3.567,0,0,transition,unknown,98.6,,81.07,,14.59,,1,1,0,0,0,0,0,0,0,,
108,3.6,0,0,transition,unknown,101.53,,83.86,,15.89,,1,1,0,0,0,0,0,0,0,,
109,3.633,0,0,transition,unknown,105.2,,86.81,,15.3,,1,1,0,0,0,0,0,0,0,,
110,3.667,0,0,transition,unknown,109.22,,90.06,,14.31,,1,1,0,0,0,0,0,0,0,,
111,3.7,0,0,transition,unknown,114.89,,93.59,,14.02,,1,1,0,0,0,0,0,0,0,,
112,3.733,0,0,transition,unknown,118.2,,97.46,,14.25,,1,1,0,0,0,0,0,0,0,,
113,3.767,0,0,transition,unknown,118.71,,101.14,,14.33,,1,1,0,0,0,0,0,0,0,,
114,3.8,0,0,transition,unknown,120.08,,104.87,,15.04,,1,1,0,0,0,0,0,0,0,,
115,3.833,0,0,transition,unknown,127.57,,108.13,,15.37,,1,1,0,0,0,0,0,0,0,,
116,3.867,0,0,transition,unknown,127.38,,111.18,,14.41,,1,1,0,0,0,0,0,0,0,,
117,3.9,0,0,transition,unknown,131.03,,114.26,,14.87,,1,1,0,0,0,0,0,0,0,,
118,3.933,0,0,transition,unknown,132.27,,117.06,,14.75,,1,1,0,0,0,0,0,0,0,,
119,3.967,0,0,transition,unknown,130.98,,119.75,,14.93,,1,1,0,0,0,0,0,0,0,,
120,4.0,0,0,transition,unknown,134.22,,122.48,,13.97,,1,1,0,0,0,0,0,0,0,,
121,4.033,0,0,transition,unknown,134.03,,124.88,,13.25,,1,1,0,0,0,0,0,0,0,,
122,4.067,0,0,transition,unknown,135.15,,127.04,,12.94,,1,1,0,0,0,0,0,0,0,,
123,4.1,0,0,transition,unknown,136.34,,128.83,,12.2,,1,1,0,0,0,0,0,0,0,,
124,4.133,0,0,transition,unknown,139.99,,130.64,,11.33,,1,1,0,0,0,0,0,0,0,,
