frame,time_s,left_cycle_index,right_cycle_index,left_state,right_state,left_angle_raw_deg,right_angle_raw_deg,left_angle_smoothed_deg,right_angle_smoothed_deg,left_torso_arm_angle_deg,right_torso_arm_angle_deg,left_aligned,right_aligned,left_reps,right_reps,left_correct_reps,right_correct_reps,left_incorrect_reps,right_incorrect_reps,total_reps,left_last_rep_reasons,right_last_rep_reasons
1,0.033,0,0,unknown,unknown,173.06,168.83,173.06,168.83,17.13,20.25,1,1,0,0,0,0,0,0,0,,
2,0.067,0,0,down,down,172.39,170.6,172.72,169.71,17.46,18.75,1,1,0,0,0,0,0,0,0,,
3,0.1,0,0,down,down,173.22,170.48,172.89,169.97,17.55,18.8,1,1,0,0,0,0,0,0,0,,
4,0.133,0,0,down,down,171.18,168.69,172.46,169.65,18.51,19.62,1,1,0,0,0,0,0,0,0,,
5,0.167,0,0,down,down,171.88,169.52,172.35,169.62,18.17,19.12,1,1,0,0,0,0,0,0,0,,
6,0.2,0,0,down,down,172.64,169.23,172.4,169.56,19.04,19.72,1,1,0,0,0,0,0,0,0,,
7,0.233,0,0,down,down,176.27,165.28,172.95,168.95,17.57,20.57,1,1,0,0,0,0,0,0,0,,
8,0.267,0,0,down,down,177.2,168.25,173.48,168.86,18.43,20.99,1,1,0,0,0,0,0,0,0,,
9,0.3,0,0,down,down,175.69,167.74,173.73,168.74,19.8,21.08,1,1,0,0,0,0,0,0,0,,
10,0.333,0,0,down,down,175.07,171.81,173.86,169.04,19.77,20.2,1,1,0,0,0,0,0,0,0,,
11,0.367,0,0,down,down,174.23,172.11,173.89,169.32,20.99,21.04,1,1,0,0,0,0,0,0,0,,
12,0.4,0,0,down,down,173.78,171.99,173.89,169.54,21.67,21.27,1,1,0,0,0,0,0,0,0,,
13,0.433,0,0,down,down,172.46,170.02,173.84,169.64,23.57,23.12,1,1,0,0,0,0,0,0,0,,
14,0.467,0,0,down,down,171.61,172.3,173.77,169.78,24.26,22.79,1,1,0,0,0,0,0,0,0,,
15,0.5,0,0,down,down,169.43,170.5,173.46,169.79,24.27,24.33,1,1,0,0,0,0,0,0,0,,
